소방서명,서센터명,출동소요시간,시군구명,읍면동명,GIS_X좌표,GIS_Y좌표,현장소방서거리,현장안전센터거리,발화요인대분류명,시설장소대분류명
frstt_nm,ward_nm,dsp_reqre_time,sigungu_nm,emd_nm,gis_x_axis,gis_y_axis,spt_frstt_dist,spt_safe_cnter_dist,ign_fctr_lclas_nm,fclty_place_lclas_nm
금천소방서,금천119안전센터,300,금천구,독산동,190482.03,540951.32,0.8,0.8,부주의,판매/업무시설
송파소방서,종합운동장119안전센터,256,송파구,잠실동,206874.44,544971,4.5,2,전기적 요인,집합시설
강동소방서,천호119안전센터,208,강동구,천호동,210956.48,549169.67,1.8,1.4,전기적 요인,집합시설
강남소방서,역삼119안전센터,249,강남구,역삼동,203672.7963,544819.5166,2.4,0.9,방화의심,판매/업무시설
강동소방서,천호119안전센터,108,강동구,천호동,211410.6477,549618.8044,2.6,1.8,부주의,기타
노원소방서,월계119안전센터,300,노원구,월계동,205662.57,557436.77,3.2,1.9,부주의,생활서비스
양천소방서,양천119안전센터,343,양천구,신정동,188927.4987,546687.5842,1.7,1.7,미상,주거
중랑소방서,망우119안전센터,358,중랑구,망우동,208804.54,554548.56,3.7,1,부주의,주거
노원소방서,상계119안전센터,400,노원구,상계동,206748.044,563110.905,3.7,1.6,기타,자동차/철도차량
동작소방서,백운119안전센터,312,동작구,상도동,195866.66,543748.91,5.4,1,전기적 요인,생활서비스
송파소방서,거여119안전센터,353,송파구,마천동,213144.67,544305.04,1,1,부주의,주거
영등포소방서,영등포119안전센터,243,영등포구,영등포동3가,191903.8739,546483.1324,1.3,1.3,방화의심,판매/업무시설
구로소방서,공단119안전센터,353,구로구,구로동,190060.778,542959.0658,4,1.6,부주의,판매/업무시설
성동소방서,성수119안전센터,341,성동구,성수동2가,204704.5,549226.1,2.4,1,전기적 요인,생활서비스
성동소방서,행당119안전센터,413,성동구,행당동,203598.3,551277.05,1.2,1.2,부주의,기타
서초소방서,잠원119안전센터,350,서초구,서초동,202244.475,544568.1125,3.4,2.8,부주의,기타서비스
강서소방서,화곡119안전센터,400,강서구,화곡동,186436.4485,548170.4639,5,1.7,기계적 요인,판매/업무시설
은평소방서,녹번119안전센터,400,은평구,응암동,192830.84,555551.11,3.5,1.5,부주의,판매/업무시설
강서소방서,등촌119안전센터,400,강서구,등촌동,186668.9241,551104.886,1.6,1.6,부주의,주거
은평소방서,수색119안전센터,256,은평구,증산동,192145.6955,554010.9022,5.1,3.1,부주의,집합시설
도봉소방서,도봉119안전센터,444,도봉구,방학동,203108.83,562851.15,1,1,부주의,판매/업무시설
광진소방서,능동119안전센터,325,광진구,자양동,206100.77,548709.24,2,2,부주의,생활서비스
용산소방서,이태원119안전센터,421,용산구,한남동,200394.9536,548233.9337,3.2,0.9,부주의,기타
영등포소방서,영등포119안전센터,438,영등포구,신길동,191244.46,545173.02,2.2,2.2,전기적 요인,주거
양천소방서,양천119안전센터,406,양천구,신정동,187684.15,547380.76,1.5,1.5,전기적 요인,판매/업무시설
종로소방서,연건119안전센터,134,종로구,효제동,200211.48,552609.61,1.6,1.3,미상,집합시설
송파소방서,가락119안전센터,250,송파구,가락동,210563.0601,543903.383,2.5,1.5,부주의,기타
마포소방서,성산119안전센터,210,마포구,중동,192167.3173,552250.9374,4.2,1,부주의,주거
서대문소방서,북가좌119안전센터,452,서대문구,남가좌동,193153.17,553478.17,2.8,1.2,전기적 요인,주거
노원소방서,상계119안전센터,458,노원구,상계동,206104.01,562241.44,3.8,2.5,기계적 요인,생활서비스
관악소방서,신림119안전센터,404,관악구,신림동,192950.38,542786.67,4.4,1.6,부주의,생활서비스
중랑소방서,중화119안전센터,419,중랑구,상봉동,208035.45,555044.08,2.8,1.4,전기적 요인,생활서비스
관악소방서,관악119안전센터,740,관악구,봉천동,196868.3158,541288.8842,2.8,2.8,미상,주거
강남소방서,삼성119안전센터,430,강남구,삼성동,204086.23,545674.77,2.4,2.4,부주의,기타
노원소방서,공릉119안전센터,433,노원구,공릉동,206766.45,558818.97,1.4,1.5,전기적 요인,생활서비스
강남소방서,삼성119안전센터,317,강남구,대치동,205250.73,545167.97,0.9,0.9,기계적 요인,생활서비스
강서소방서,등촌119안전센터,140,강서구,화곡동,187210.23,548671.98,3.7,1.5,부주의,주거
금천소방서,금천119안전센터,253,금천구,독산동,190463.6,541248.63,1.5,1.5,기계적 요인,산업시설
도봉소방서,방학119안전센터,320,도봉구,창동,204308.3806,561539.1732,1.5,1.5,방화의심,기타
도봉소방서,도봉119안전센터,341,도봉구,방학동,202658.69,563075.3,1.8,2.5,부주의,주거
송파소방서,종합운동장119안전센터,328,송파구,잠실동,207030.45,545711.53,5.5,1.5,미상,판매/업무시설
중부소방서,무학119안전센터,213,중구,신당동,202098.791,551419.1058,1.1,1.1,부주의,주거
마포소방서,서교119안전센터,333,마포구,연남동,192921.83,551257.26,3.2,1.7,부주의,주거
강서소방서,발산119안전센터,131,강서구,내발산동,185689.92,550624.49,2.7,0.3,전기적 요인,생활서비스
강서소방서,발산119안전센터,310,강서구,화곡동,185941.22,549194.65,3.1,0.7,전기적 요인,판매/업무시설
금천소방서,금천119안전센터,728,금천구,가산동,189629.6797,542221.2792,3.9,3.9,부주의,산업시설
서대문소방서,연희119안전센터,346,서대문구,창천동,193992.64,551036.31,2.5,2.5,부주의,주거
강북소방서,삼각산119안전센터,421,강북구,수유동,201902.62,559107.88,2.5,1.8,부주의,주거
관악소방서,난곡119안전센터,431,관악구,신림동,193176.48,541021.42,6.5,1.1,전기적 요인,주거
성동소방서,금호119안전센터,303,성동구,금호동1가,201796.6,550591.93,4,0.7,전기적 요인,판매/업무시설
영등포소방서,신길119안전센터,404,영등포구,신길동,192856.9426,545280.9933,3.2,0.7,전기적 요인,주거
성동소방서,행당119안전센터,316,성동구,행당동,203569.09,551374.89,1.2,1.2,부주의,주거
종로소방서,종로119안전센터,243,종로구,익선동,199090.56,552610,1,0.5,부주의,생활서비스
은평소방서,진관119안전센터,340,은평구,진관동,192563.8565,559930.3201,1.5,1.5,미상,자동차/철도차량
강서소방서,화곡119안전센터,130,강서구,화곡동,186186.47,549160.74,3.3,0.3,부주의,주거
금천소방서,금천119안전센터,525,금천구,가산동,189713.3595,542323.0117,2.8,2.8,부주의,기타
동대문소방서,휘경119안전센터,428,동대문구,이문동,205882.32,555505.83,5,1.5,미상,주거
구로소방서,공단119안전센터,357,구로구,구로동,190532.0749,542355.2496,5.1,0.7,전기적 요인,산업시설
강남소방서,삼성119안전센터,343,강남구,대치동,205702.2559,544627.7565,1.7,1.7,미상,생활서비스
중랑소방서,면목119안전센터,420,중랑구,면목동,208313.6592,553395.092,5,1.6,전기적 요인,주거
은평소방서,진관119안전센터,355,은평구,불광동,193599.51,558601.46,1.7,1.7,부주의,주거
강북소방서,미아119안전센터,424,강북구,미아동,201997.64,557014.29,3.7,1.5,미상,주거
서초소방서,양재119안전센터,339,서초구,양재동,203464.83,542392.1,8.5,2,부주의,판매/업무시설
영등포소방서,영등포119안전센터,409,영등포구,영등포동2가,191893.75,546713.15,1,1,전기적 요인,판매/업무시설
성북소방서,장위119안전센터,259,성북구,석관동,205738.73,557041.357,4.2,1.2,부주의,판매/업무시설
영등포소방서,대림119안전센터,408,영등포구,대림동,191060.1889,543261.3317,3,1.2,부주의,생활서비스
서대문소방서,연희119안전센터,244,서대문구,창천동,194439.63,551013.15,2.9,2.9,부주의,기타
강동소방서,성내119안전센터,326,강동구,성내동,211978.1414,548276.627,1.6,1.6,부주의,주거
관악소방서,관악119안전센터,411,관악구,남현동,198301.51,541656.16,4.5,4.5,부주의,기타
강남소방서,영동119안전센터,623,강남구,논현동,202013.5147,545584.4746,4.9,2.5,부주의,생활서비스
서초소방서,서초119안전센터,58,서초구,서초동,201581.91,543742.13,3.5,1.5,부주의,판매/업무시설
동작소방서,백운119안전센터,451,동작구,사당동,198138.47,542108.68,8.2,3.5,부주의,판매/업무시설
강동소방서,천호119안전센터,350,강동구,천호동,210991.88,548950.3,2,1.5,미상,판매/업무시설
송파소방서,방이119안전센터,455,송파구,풍납동,210599.49,548801.66,6.6,5.2,전기적 요인,주거
강서소방서,등촌119안전센터,532,강서구,등촌동,187302.79,550750.41,0.6,0.6,부주의,주거
노원소방서,하계119안전센터,421,노원구,중계동,205736.3031,560851.4837,1.7,1.7,방화의심,주거
동작소방서,노량진119안전센터,325,동작구,노량진동,195135.9,545844.46,4.4,0.8,부주의,주거
중부소방서,무학119안전센터,420,중구,신당동,201812.03,551364.44,1,1,방화,산업시설
중부소방서,신당119안전센터,400,중구,신당동,200553.2261,549760.0713,3,1.1,미상,주거
은평소방서,역촌119안전센터,347,은평구,역촌동,192541.31,555750.55,3.3,0.9,부주의,주거
은평소방서,녹번119안전센터,420,은평구,녹번동,194134.5523,556539.8406,3.1,3.1,전기적 요인,판매/업무시설
성북소방서,장위119안전센터,241,성북구,장위동,204562.45,557358.56,3.5,1,전기적 요인,의료/복지시설
강북소방서,삼각산119안전센터,152,강북구,수유동,202082.69,559161.55,1.5,1.1,부주의,기타
동대문소방서,휘경119안전센터,105,동대문구,휘경동,204864.68,554157.75,4.2,0.4,전기적 요인,산업시설
동대문소방서,전농119안전센터,300,동대문구,답십리동,204081.66,552643.62,1,1,부주의,판매/업무시설
노원소방서,하계119안전센터,629,노원구,중계동,207379.1028,560523.0807,1.9,1.9,미상,판매/업무시설
영등포소방서,당산119안전센터,438,영등포구,양평동4가,190840.7021,548532.1656,3,0.7,부주의,생활서비스
도봉소방서,방학119안전센터,303,도봉구,방학동,204003.34,562903.76,1,1,부주의,주거
서대문소방서,북가좌119안전센터,411,서대문구,남가좌동,193413.92,553130.02,1.5,1.5,기계적 요인,주거
강남소방서,영동119안전센터,459,강남구,논현동,201956.95,546374.04,5.4,1.5,기계적 요인,자동차/철도차량
강서소방서,개화119안전센터,214,강서구,개화동,182255.07,553574.68,6.6,1.1,미상,주거
강서소방서,마곡119안전센터,330,강서구,마곡동,184088.7742,551558.4645,4.3,1.2,전기적 요인,주거
영등포소방서,영등포119안전센터,407,영등포구,영등포동7가,191615.8783,547282.6657,1.4,1.4,부주의,생활서비스
서대문소방서,연희119안전센터,247,서대문구,연희동,193813.32,552595.11,1.3,1.3,부주의,기타
영등포소방서,대림119안전센터,253,영등포구,대림동,190946.51,543907.56,4.3,1.9,기타,주거
마포소방서,서교119안전센터,200,마포구,동교동,193279.4862,550835.5192,2,1.6,부주의,운수자동차시설
강서소방서,발산119안전센터,400,강서구,화곡동,186901.92,550259.93,1.4,1.2,부주의,생활서비스
관악소방서,관악119안전센터,434,관악구,신림동,196326.857,540186.2288,2,2,기계적 요인,교육시설
서초소방서,양재119안전센터,546,서초구,원지동,205030.36,538495.63,12,3.5,미상,자동차/철도차량
강동소방서,성내119안전센터,350,강동구,성내동,211483.64,548155.54,1,1,부주의,주거
강서소방서,등촌119안전센터,431,강서구,등촌동,187807.45,550809.23,0.6,0.6,부주의,자동차/철도차량
광진소방서,중곡119안전센터,448,광진구,중곡동,206875.3095,551416.1776,3.1,1.2,전기적 요인,주거
서초소방서,반포119안전센터,0,서초구,방배동,199418.8646,543783.6016,1.4,1.4,전기적 요인,집합시설
강서소방서,등촌119안전센터,242,강서구,등촌동,186444.68,551244.56,1.7,1.7,부주의,생활서비스
용산소방서,후암119안전센터,519,용산구,용산동2가,198923.51,549289.3,2.3,1,부주의,주거
성북소방서,종암119안전센터,707,성북구,안암동1가,202227.6102,554368.0618,3.2,2.1,교통사고,자동차/철도차량
마포소방서,공덕119안전센터,338,마포구,공덕동,196560.82,549900.96,3.1,0.5,전기적 요인,주거
동대문소방서,휘경119안전센터,214,동대문구,휘경동,205029.17,554461.93,5,1.4,부주의,생활서비스
관악소방서,봉천119안전센터,305,관악구,봉천동,196241.85,542317.22,1.5,1.5,부주의,생활서비스
강남소방서,역삼119안전센터,323,강남구,역삼동,202963.25,543913.62,4,0.9,부주의,생활서비스
강서소방서,화곡119안전센터,323,강서구,화곡동,186131.88,547636.45,5.2,2.4,미상,주거
성북소방서,돈암119안전센터,120,성북구,동소문동5가,201436.33,554683.37,2.6,0.4,전기적 요인,생활서비스
강서소방서,화곡119안전센터,410,강서구,화곡동,185896.26,548974.31,3.2,0.6,미상,생활서비스
구로소방서,고일119안전센터,242,구로구,고척동,187964.87,544768.82,0.7,0.7,부주의,운수자동차시설
강동소방서,암사119안전센터,443,강동구,암사동,211880.2407,550038.4151,3.4,1,부주의,집합시설
종로소방서,신영119안전센터,743,종로구,부암동,196528.21,554862.88,4.2,2.5,전기적 요인,주거
성동소방서,성수119안전센터,410,성동구,성수동2가,205595.3453,549794.6841,3.5,1.5,전기적 요인,자동차/철도차량
도봉소방서,도봉119안전센터,417,도봉구,도봉동,203779.25,564176.46,1.6,1.7,전기적 요인,산업시설
광진소방서,능동119안전센터,244,광진구,화양동,206837.04,549552.63,0.6,0.6,전기적 요인,주거
관악소방서,관악119안전센터,455,관악구,신림동,194487.79,541713.5,2.3,2.3,부주의,생활서비스
금천소방서,시흥119안전센터,132,금천구,시흥동,191488.1206,539295.6291,1.5,1,전기적 요인,판매/업무시설
양천소방서,목동119안전센터,325,양천구,목동,188084.4746,550098.8353,3.6,1.9,부주의,주거
송파소방서,가락119안전센터,353,송파구,가락동,210731.436,544124.2569,3,2,부주의,생활서비스
양천소방서,신월119안전센터,420,양천구,신월동,184804.59,548320.21,5.6,3,부주의,주거
중랑소방서,신내119안전센터,518,중랑구,묵동,207086.86,557379.55,1.7,1.7,부주의,주거
중부소방서,회현119안전센터,500,중구,남창동,198105.16,550810.09,3,1,미상,판매/업무시설
영등포소방서,신길119안전센터,325,영등포구,신길동,192653.93,545751.09,2.3,1,부주의,판매/업무시설
강동소방서,천호119안전센터,236,강동구,천호동,211314.7947,548785.2734,2.4,0.6,기계적 요인,생활서비스
강남소방서,삼성119안전센터,403,강남구,대치동,205442.3099,544585.098,1.9,1.9,제품결함,주거
영등포소방서,당산119안전센터,433,영등포구,당산동1가,191122.6,546892.57,1,2.7,부주의,주거
성북소방서,길음119안전센터,202,성북구,정릉동,200931.4302,555747.7798,2.6,1.3,부주의,주거
강서소방서,화곡119안전센터,348,강서구,화곡동,186207.9,548268.03,4.8,1.6,부주의,주거
서초소방서,반포119안전센터,0,서초구,방배동,199386.33,543303.58,1.7,1.7,부주의,판매/업무시설
중부소방서,무학119안전센터,300,중구,신당동,201278.94,550715.23,1.3,0.8,미상,주거
서대문소방서,홍은119안전센터,435,서대문구,홍제동,195217.28,554111.41,2.4,1.9,부주의,판매/업무시설
노원소방서,수락119안전센터,427,노원구,상계동,205747.977,562804.0514,3.7,2.4,부주의,판매/업무시설
노원소방서,월계119안전센터,250,노원구,월계동,205218.2807,558065.3379,2.7,1.1,부주의,의료/복지시설
마포소방서,신수119안전센터,410,마포구,합정동,191688.28,550266.56,3,3,부주의,주거
도봉소방서,방학119안전센터,300,도봉구,창동,203537.37,561699.96,1.2,1.2,부주의,주거
중랑소방서,망우119안전센터,315,중랑구,망우동,208920.8759,555775.7161,2.4,0.5,방화,주거
관악소방서,관악119안전센터,312,관악구,봉천동,195480.13,542412.83,1.5,1.5,미상,판매/업무시설
송파소방서,잠실119안전센터,443,송파구,석촌동,209753.42,544610.73,5.1,2,전기적 요인,산업시설
용산소방서,서빙고119안전센터,611,용산구,서빙고동,199051.0561,546733.0837,3.4,0.5,부주의,자동차/철도차량
강서소방서,개화119안전센터,310,강서구,방화동,182496.3981,551399.3033,5.5,2,전기적 요인,운수자동차시설
관악소방서,관악119안전센터,459,관악구,봉천동,194747.024,542568.0097,2.4,1.8,부주의,판매/업무시설
송파소방서,방이119안전센터,305,송파구,풍납동,210731.16,548284.5,5.2,1.8,전기적 요인,집합시설
동작소방서,동작119안전센터,211,동작구,대방동,193544.3488,544492.4304,1.5,0.3,부주의,기타
송파소방서,가락119안전센터,358,송파구,가락동,210938.49,544882.27,2.5,2.5,가스누출(폭발),주거
중부소방서,신당119안전센터,248,중구,신당동,200875.2977,550649.4415,1.3,0.3,부주의,기타
노원소방서,수락119안전센터,336,노원구,상계동,204439.7093,563535.9695,4.5,3,전기적 요인,운수자동차시설
강서소방서,발산119안전센터,350,강서구,화곡동,186941.14,550597.57,1.2,1.5,미상,판매/업무시설
강동소방서,암사119안전센터,230,강동구,암사동,211181.35,550050.96,3,1,부주의,주거
관악소방서,관악119안전센터,247,관악구,봉천동,195759.9631,542221.359,2,2,부주의,생활서비스
강북소방서,미아119안전센터,335,강북구,미아동,202164.0548,557783.4593,2.5,0.7,전기적 요인,산업시설
양천소방서,신트리119안전센터,507,양천구,신정동,187927.9501,545633.5277,3.3,2.8,부주의,주거
양천소방서,양천119안전센터,324,양천구,목동,188142.13,548094.63,1.9,1.9,전기적 요인,주거
송파소방서,가락119안전센터,330,송파구,문정동,210702.8888,543275.9911,3.5,2,기계적 요인,자동차/철도차량
은평소방서,역촌119안전센터,245,은평구,역촌동,192291.31,555859.19,4,0.5,전기적 요인,주거
관악소방서,봉천119안전센터,313,관악구,봉천동,195365.9,542808.79,2.3,0.9,부주의,주거
동대문소방서,전농119안전센터,423,동대문구,전농동,205290.14,553117.75,3,1.5,전기적 요인,교육시설
중랑소방서,신내119안전센터,451,중랑구,신내동,208800.62,556474.92,1.3,1.3,전기적 요인,집합시설
강서소방서,화곡119안전센터,0,강서구,화곡동,185919.66,547963.36,4.7,2.1,미상,주거
송파소방서,잠실119안전센터,430,송파구,석촌동,209231.8909,545366.6449,3.5,2,전기적 요인,판매/업무시설
양천소방서,신정119안전센터,345,양천구,신정동,187565.0038,547325.9511,1.6,1.2,미상,판매/업무시설
마포소방서,염리119안전센터,300,마포구,마포동,195101.6854,548790.0611,2.4,0.5,전기적 요인,자동차/철도차량
영등포소방서,대림119안전센터,300,영등포구,대림동,191325.45,544244.88,3.4,1.4,부주의,주거
마포소방서,염리119안전센터,222,마포구,염리동,195291.12,550788.22,1.8,2.2,부주의,기타서비스
양천소방서,목동119안전센터,434,양천구,목동,187912.17,549286.86,2.8,3.4,전기적 요인,생활서비스
서대문소방서,북아현119안전센터,458,서대문구,북아현동,195883.32,551922.07,4.6,0.9,부주의,주거
중랑소방서,면목119안전센터,436,중랑구,면목동,206759.53,553933.61,4.7,2.3,전기적 요인,주거
종로소방서,신교119안전센터,409,종로구,누상동,197027.49,553405.55,1.5,0.8,부주의,주거
중부소방서,충무로119안전센터,530,중구,다동,198347.608,552028.1007,4,1.5,부주의,기타
강남소방서,역삼119안전센터,303,강남구,역삼동,203587.61,543823.62,4,0.6,부주의,교육시설
용산소방서,이태원119안전센터,439,용산구,보광동,200004.08,547762.1,3.3,1.2,부주의,주거
은평소방서,녹번119안전센터,220,은평구,녹번동,194799.9723,556774.8214,1.8,2.6,기계적 요인,기타
강서소방서,등촌119안전센터,201,강서구,가양동,188088.7143,551019.9929,0.9,0.9,미상,주거
종로소방서,숭인119안전센터,252,종로구,숭인동,201951.8392,552861.5985,3.6,0.4,부주의,생활서비스
성동소방서,성수119안전센터,420,성동구,성수동2가,204564.3945,549486.8093,3.5,1.5,부주의,산업시설
동작소방서,노량진119안전센터,324,동작구,본동,195647.3044,545495.1812,5.7,1.1,전기적 요인,주거
노원소방서,월계119안전센터,301,노원구,월계동,204593.2731,558726.0894,2.3,0.9,기계적 요인,주거
구로소방서,구로119안전센터,152,구로구,구로동,190146.9,543865.87,2.8,1.1,부주의,주거
서대문소방서,북가좌119안전센터,259,서대문구,북가좌동,192518.49,553251.02,2.8,0.7,전기적 요인,주거
강북소방서,미아119안전센터,324,강북구,미아동,202213.36,558384.01,3.3,1.2,부주의,기타
강남소방서,삼성119안전센터,436,강남구,삼성동,204325.71,546024.96,2.4,2.4,전기적 요인,주거
도봉소방서,도봉119안전센터,316,도봉구,방학동,202963.29,562986.4,1.2,1.2,부주의,주거
종로소방서,신영119안전센터,632,종로구,평창동,197454.89,556721.05,6.5,2,미상,판매/업무시설
강남소방서,영동119안전센터,146,강남구,신사동,203436.6,547276.54,3.9,0.5,부주의,판매/업무시설
중부소방서,회현119안전센터,500,중구,중림동,197201.22,551050.46,5.2,1.5,부주의,주거
은평소방서,역촌119안전센터,308,은평구,신사동,192413.17,555288.36,4.6,1.2,부주의,자동차/철도차량
관악소방서,관악119안전센터,459,관악구,신림동,194305.7,541041.76,2.6,2.6,기계적 요인,집합시설
영등포소방서,신길119안전센터,411,영등포구,신길동,192656.05,546122.8,1.7,0.9,부주의,주거
광진소방서,능동119안전센터,302,광진구,자양동,206596.03,548018.43,2.9,1.6,전기적 요인,주거
성동소방서,금호119안전센터,104,성동구,금호동2가,201779.22,550531.22,2.5,0.5,전기적 요인,집합시설
종로소방서,세종로119안전센터,250,종로구,관철동,198695.2171,552234.2324,2.1,0.8,부주의,생활서비스
용산소방서,한강로119안전센터,435,용산구,효창동,196350.39,548918.5,2,3,부주의,주거
구로소방서,신도림119안전센터,250,구로구,신도림동,189498.2461,545073.462,2.3,0.9,제품결함,주거
서초소방서,잠원119안전센터,543,서초구,서초동,202321.8741,544469.7106,3.7,2.6,기계적 요인,판매/업무시설
동대문소방서,전농119안전센터,837,동대문구,전농동,204806.41,553307.06,3.5,1.7,미상,주거
구로소방서,구로119안전센터,555,구로구,구로동,188796.2638,544024.7591,2.5,2.3,전기적 요인,판매/업무시설
광진소방서,구의119안전센터,456,광진구,구의동,207854.46,548739.11,1.5,1.5,부주의,판매/업무시설
성북소방서,장위119안전센터,325,성북구,석관동,205716.65,557045.51,4.2,1.4,부주의,생활서비스
노원소방서,하계119안전센터,455,노원구,상계동,205418.0981,561179.7012,1.9,1.9,전기적 요인,판매/업무시설
강남소방서,영동119안전센터,409,강남구,신사동,203466.4291,547546.1345,4.3,1.7,전기적 요인,기타
성동소방서,행당119안전센터,455,성동구,성수동1가,203396.8945,550034.4898,5,5,기계적 요인,자동차/철도차량
영등포소방서,대림119안전센터,420,영등포구,대림동,190828.7257,545115.4343,2.7,2.1,전기적 요인,주거
노원소방서,상계119안전센터,400,노원구,상계동,207018.97,563306.5,4.3,2.1,부주의,주거
종로소방서,숭인119안전센터,531,종로구,숭인동,201408.571,553456.2597,4.1,2.1,부주의,주거
강동소방서,고덕119안전센터,220,강동구,고덕동,213465.5101,550824.3322,6.3,0.5,전기적 요인,주거
용산소방서,서빙고119안전센터,1014,용산구,이촌동,196552.6326,546926.1491,5.5,4.3,미상,자동차/철도차량
광진소방서,구의119안전센터,235,광진구,구의동,207464.9,549390.75,0.4,0.4,화학적 요인,주거
동작소방서,백운119안전센터,420,동작구,사당동,198303.92,542113.85,8,1,전기적 요인,생활서비스
강동소방서,성내119안전센터,339,강동구,성내동,211934.16,547393.06,1,1,부주의,생활서비스
강서소방서,등촌119안전센터,249,강서구,염창동,188106.71,550924.36,0.9,0.9,부주의,주거
중부소방서,충무로119안전센터,428,중구,다동,198264.54,551956.82,3.5,1.5,부주의,판매/업무시설
서초소방서,반포119안전센터,348,서초구,반포동,199921.33,544051.38,1.7,1.7,부주의,주거
동대문소방서,전농119안전센터,353,동대문구,전농동,203965.7929,553281.5673,4.5,1,부주의,자동차/철도차량
송파소방서,거여119안전센터,405,송파구,거여동,212872.6612,543365.3837,1.6,1.2,전기적 요인,주거
성동소방서,행당119안전센터,430,성동구,성수동1가,204307.08,548692.54,3.3,1.3,전기적 요인,주거
은평소방서,진관119안전센터,250,은평구,갈현동,192501.71,558369.52,0.9,0.9,전기적 요인,주거
노원소방서,상계119안전센터,354,노원구,중계동,206799.5836,561916.4157,3,1,전기적 요인,판매/업무시설
중랑소방서,중화119안전센터,259,중랑구,중화동,207201.5138,555581.0655,2.7,0.6,전기적 요인,자동차/철도차량
금천소방서,금천119안전센터,616,금천구,독산동,191497.87,541927.37,2.6,2.6,부주의,주거
은평소방서,진관119안전센터,230,은평구,불광동,192953.03,558173.68,0.9,0.9,부주의,주거
영등포소방서,신길119안전센터,420,영등포구,신길동,192655.945,545855.3,2.2,0.7,부주의,자동차/철도차량
노원소방서,상계119안전센터,302,노원구,중계동,206448.043,562165.1668,3.3,0.8,부주의,주거
서대문소방서,북가좌119안전센터,454,서대문구,남가좌동,193083.72,553705.49,2.1,1,부주의,주거
양천소방서,신정119안전센터,338,양천구,신정동,187191.26,546937.33,2.5,0.8,전기적 요인,주거
용산소방서,이태원119안전센터,333,용산구,보광동,200050.06,547997.26,3.8,0.8,부주의,주거
영등포소방서,영등포119안전센터,426,영등포구,문래동3가,190213.634,546509.3718,1.9,1.9,미상,생활서비스
금천소방서,금천119안전센터,416,금천구,가산동,190183.17,541546.96,2.5,2.5,전기적 요인,기타
은평소방서,진관119안전센터,400,은평구,불광동,193860.9095,556800.2815,2.4,2.4,부주의,생활서비스
도봉소방서,창동119안전센터,356,도봉구,창동,203111.88,560877.67,2.2,1.2,전기적 요인,생활서비스
관악소방서,관악119안전센터,607,관악구,남현동,198602.06,541092.32,4.3,4.3,미상,기타
마포소방서,성산119안전센터,149,마포구,중동,191445.85,552602.86,4.8,0.4,부주의,주거
성북소방서,길음119안전센터,406,성북구,정릉동,200585.8987,556548.5483,4,1.5,부주의,생활서비스
도봉소방서,쌍문119안전센터,228,도봉구,쌍문동,202600.88,561172.74,2.6,1,부주의,주거
성동소방서,금호119안전센터,426,성동구,옥수동,201409.552,549409.0677,4.3,1.7,부주의,생활서비스
강남소방서,삼성119안전센터,431,강남구,삼성동,205186.2025,545837.0143,1.2,1.2,전기적 요인,자동차/철도차량
강서소방서,등촌119안전센터,228,강서구,등촌동,187185.6263,550990.5486,0.6,0.6,전기적 요인,판매/업무시설
영등포소방서,당산119안전센터,144,영등포구,당산동6가,191614.6535,548126.7469,2,0.8,부주의,판매/업무시설
강서소방서,등촌119안전센터,201,강서구,가양동,187083.5037,551960.6378,1.7,1.7,전기적 요인,주거
서대문소방서,북가좌119안전센터,152,서대문구,북가좌동,192151.74,553228.3,3.4,0.7,제품결함,주거
노원소방서,공릉119안전센터,448,노원구,공릉동,206797.4908,558659.2538,3.8,2.5,부주의,기타
구로소방서,공단119안전센터,414,구로구,가리봉동,190169.47,542350.58,4.2,1.6,부주의,주거
도봉소방서,도봉119안전센터,210,도봉구,도봉동,203836.5,565429.07,3.2,0.8,미상,판매/업무시설
성북소방서,길음119안전센터,349,성북구,정릉동,201859.9369,555702.059,4,1.2,전기적 요인,주거
도봉소방서,쌍문119안전센터,320,도봉구,쌍문동,202983.0978,561846.9029,1.8,1.8,부주의,주거
중부소방서,을지로119안전센터,315,중구,입정동,199265.64,552037.07,3,1,전기적 요인,산업시설
성동소방서,왕십리119안전센터,357,성동구,하왕십리동,202569.17,552173.82,2.3,1.2,부주의,주거
용산소방서,이태원119안전센터,238,용산구,한남동,200554.08,548023.79,3.8,1.3,전기적 요인,판매/업무시설
마포소방서,성산119안전센터,420,마포구,성산동,191031.11,551745.29,4.4,1.2,전기적 요인,판매/업무시설
강서소방서,등촌119안전센터,0,강서구,염창동,188914.73,549766.94,2,0,미상,판매/업무시설
은평소방서,진관119안전센터,230,은평구,진관동,193045.1076,559169.8912,0.7,0.7,전기적 요인,교육시설
금천소방서,금천119안전센터,653,금천구,독산동,191416.51,541840.82,2,2,부주의,생활서비스
성동소방서,성수119안전센터,334,성동구,성수동2가,205656.77,549325.49,3,1,부주의,기타서비스
은평소방서,녹번119안전센터,426,은평구,응암동,193084.561,554990.1795,5.5,1.9,부주의,주거
광진소방서,능동119안전센터,430,광진구,화양동,206002.6107,549155.9523,2.3,2.3,부주의,주거
강서소방서,등촌119안전센터,400,강서구,등촌동,186682.4123,551412.3259,1.6,1.6,전기적 요인,주거
도봉소방서,도봉119안전센터,302,도봉구,도봉동,204135.3216,564746.6851,2.2,1.1,부주의,판매/업무시설
