소방서명,서센터명,출동소요시간,시군구명,읍면동명,GIS_X좌표,GIS_Y좌표,현장소방서거리,현장안전센터거리,발화요인대분류명,시설장소대분류명
frstt_nm,ward_nm,dsp_reqre_time,sigungu_nm,emd_nm,gis_x_axis,gis_y_axis,spt_frstt_dist,spt_safe_cnter_dist,ign_fctr_lclas_nm,fclty_place_lclas_nm
강남소방서,역삼119안전센터,308,강남구,도곡동,203337.08,543467.56,4.2,1.7,전기적 요인,주거
금천소방서,금천119안전센터,229,금천구,독산동,190974.09,541946.39,2,1.3,부주의,기타
강서소방서,등촌119안전센터,250,강서구,등촌동,186583.9264,551484.1275,1.6,1.6,부주의,기타
강동소방서,강일119안전센터,659,강동구,상일동,215487.5127,549621.0885,5.7,3.1,전기적 요인,자동차/철도차량
송파소방서,잠실119안전센터,454,송파구,송파동,209623.86,545287.06,3.9,2.8,부주의,기타
강남소방서,영동119안전센터,346,강남구,신사동,203213.36,547467.73,1.4,4.3,부주의,기타
성동소방서,성수119안전센터,350,성동구,성수동2가,205695.98,549811.36,2.5,1.4,전기적 요인,자동차/철도차량
영등포소방서,당산119안전센터,239,영등포구,양평동4가,190924.81,548369.86,3,0.5,부주의,판매/업무시설
노원소방서,상계119안전센터,237,노원구,중계동,206277.4927,561401.1959,2.4,0.4,전기적 요인,주거
양천소방서,신월119안전센터,412,양천구,신월동,185515.65,547021.7,4.1,2,부주의,주거
동작소방서,동작119안전센터,403,동작구,신대방동,191604.72,542922.42,3,0.8,가스누출(폭발),주거
마포소방서,성산119안전센터,309,마포구,성산동,191815.7834,551760.322,4.3,1.3,부주의,주거
서초소방서,우면119안전센터,300,서초구,서초동,200668.1466,543587.93,3.1,1.4,부주의,생활서비스
동대문소방서,용두119안전센터,256,동대문구,제기동,203543.53,554040.86,4.7,1.5,미상,판매/업무시설
성동소방서,왕십리119안전센터,425,성동구,용답동,205940.86,550892.49,3.5,2.5,기계적 요인,자동차/철도차량
서초소방서,우면119안전센터,645,서초구,우면동,202182.6768,540381.8012,10.4,6.5,전기적 요인,주거
성동소방서,왕십리119안전센터,417,성동구,마장동,203710.1,552303.24,3,2,전기적 요인,판매/업무시설
노원소방서,월계119안전센터,235,노원구,월계동,205466.511,558241.1968,5,3,부주의,자동차/철도차량
관악소방서,관악119안전센터,328,관악구,봉천동,195976.8302,542642.0741,1.2,1.2,미상,기타
은평소방서,진관119안전센터,444,은평구,갈현동,192345.67,558199.67,1,1,전기적 요인,주거
강남소방서,삼성119안전센터,315,강남구,대치동,205419.5207,543841.2793,2,2,부주의,판매/업무시설
구로소방서,신도림119안전센터,259,구로구,구로동,189131.8509,545014.4408,2.2,0.8,전기적 요인,판매/업무시설
은평소방서,녹번119안전센터,408,은평구,응암동,192640.11,555350.46,2.2,2.2,전기적 요인,자동차/철도차량
영등포소방서,대림119안전센터,416,영등포구,대림동,191880.65,543693.93,3.8,1.5,전기적 요인,교육시설
강동소방서,강일119안전센터,446,강동구,강일동,215301.4958,551745.4738,7.6,1,부주의,판매/업무시설
송파소방서,잠실119안전센터,450,송파구,삼전동,207840.12,544594.6,6.5,2.5,부주의,주거
은평소방서,진관119안전센터,407,은평구,진관동,193628.1796,559282.5189,1.3,1.3,전기적 요인,자동차/철도차량
구로소방서,신도림119안전센터,310,구로구,신도림동,190075.7423,545524.616,2.7,0.7,부주의,주거
금천소방서,시흥119안전센터,457,금천구,시흥동,191339.2967,537858.735,3,1.6,전기적 요인,주거
송파소방서,마천119안전센터,256,송파구,오금동,212031.68,545150.75,1.2,1.2,부주의,주거
서대문소방서,연희119안전센터,135,서대문구,연희동,194031.8456,553098.8842,1,1,부주의,기타
노원소방서,공릉119안전센터,445,노원구,공릉동,206750.8142,558311.3526,2,0.8,전기적 요인,주거
관악소방서,관악119안전센터,235,관악구,봉천동,195717.2713,541983.3984,0.5,0.5,전기적 요인,판매/업무시설
성동소방서,금호119안전센터,430,성동구,옥수동,200837.1412,549182.9149,5,3.5,전기적 요인,주거
서대문소방서,연희119안전센터,129,서대문구,연희동,193854.12,552073.9,1,1,부주의,기타
동작소방서,백운119안전센터,500,동작구,사당동,198154.9209,543174.0278,8,4.2,부주의,집합시설
서초소방서,반포119안전센터,500,서초구,잠원동,200613.476,545466.547,3,3,전기적 요인,주거
구로소방서,신도림119안전센터,400,구로구,신도림동,190020.5156,545681.054,3.3,1,부주의,주거
종로소방서,신영119안전센터,322,종로구,구기동,196040.98,556753.58,6.3,0.8,전기적 요인,주거
강서소방서,마곡119안전센터,230,강서구,마곡동,185370.1928,551165.9179,3.1,2.2,부주의,기타
송파소방서,잠실119안전센터,132,송파구,송파동,209703.2,544936.13,4,0.5,부주의,주거
동작소방서,백운119안전센터,457,동작구,사당동,198250.8045,542183.0576,8.5,3.3,전기적 요인,기타서비스
영등포소방서,당산119안전센터,326,영등포구,당산동3가,191298.3718,547163.2216,0.9,0.9,부주의,주거
성북소방서,돈암119안전센터,455,성북구,돈암동,200788.0866,554900.6172,2.1,0.8,제품결함,주거
강서소방서,마곡119안전센터,210,강서구,마곡동,184198.32,551373.97,4,0.9,전기적 요인,판매/업무시설
강동소방서,암사119안전센터,218,강동구,암사동,211912.19,550426.4,4.5,1,전기적 요인,주거
강남소방서,영동119안전센터,327,강남구,신사동,203366.03,547372.92,0.7,4.3,부주의,판매/업무시설
성북소방서,길음119안전센터,459,성북구,정릉동,200557.1971,556513.0137,2.1,1.6,전기적 요인,주거
서대문소방서,홍은119안전센터,412,서대문구,홍제동,195199.07,554488.55,3.1,1.4,기계적 요인,주거
노원소방서,하계119안전센터,244,노원구,하계동,206382.81,559584.71,0.5,0.5,방화,주거
종로소방서,연건119안전센터,413,종로구,종로5가,200360.81,552426.13,2.7,1.7,부주의,생활서비스
강동소방서,천호119안전센터,217,강동구,천호동,211181.5316,549327.6844,2,1.1,부주의,기타
마포소방서,서교119안전센터,250,마포구,연남동,193583.51,551536.31,2.2,2,전기적 요인,생활서비스
서대문소방서,홍은119안전센터,443,서대문구,홍제동,195156.32,554165.76,2.3,1.8,전기적 요인,주거
구로소방서,신도림119안전센터,212,구로구,신도림동,,,2,0.8,전기적 요인,생활서비스
서초소방서,반포119안전센터,428,서초구,방배동,199565.02,543216.27,2.8,2.8,전기적 요인,집합시설
강동소방서,강일119안전센터,141,강동구,상일동,215963.4857,550828.1417,6,2.5,교통사고,자동차/철도차량
광진소방서,능동119안전센터,354,광진구,자양동,206148.12,548882.53,1.6,1.8,부주의,기타
성북소방서,장위119안전센터,319,성북구,장위동,204280.3707,556544.8509,2.8,2.7,전기적 요인,주거
광진소방서,능동119안전센터,400,광진구,화양동,206894.7365,549161.0744,1.4,1.4,부주의,기타
양천소방서,신정119안전센터,200,양천구,신정동,186708.2,546963.98,2.8,0.3,부주의,주거
은평소방서,녹번119안전센터,400,은평구,응암동,193103.5653,553828.394,5.7,2,부주의,기타
금천소방서,금천119안전센터,233,금천구,독산동,190871.21,540191.94,0.5,0.5,부주의,판매/업무시설
금천소방서,시흥119안전센터,417,금천구,시흥동,191757.96,539881.92,2.3,2,미상,주거
강북소방서,미아119안전센터,402,강북구,미아동,202645.34,558760.57,2.5,1.5,부주의,주거
송파소방서,잠실119안전센터,342,송파구,석촌동,208871.97,544399.95,4.7,2.3,전기적 요인,주거
강북소방서,우이119안전센터,438,강북구,우이동,200878.9161,562533.7134,5,3,전기적 요인,주거
강남소방서,역삼119안전센터,553,강남구,역삼동,202457.8,544525.86,3.8,1.9,부주의,기타
성북소방서,길음119안전센터,458,성북구,정릉동,200058.61,557187.68,4.5,3,전기적 요인,주거
성북소방서,장위119안전센터,252,성북구,석관동,205592.47,556623.88,4.5,1.8,부주의,주거
종로소방서,종로119안전센터,130,종로구,묘동,199277.39,552395.99,1.5,0.3,전기적 요인,판매/업무시설
강북소방서,우이119안전센터,500,강북구,우이동,200841.6091,562487.4812,5.4,3.7,전기적 요인,판매/업무시설
서초소방서,방배119안전센터,446,서초구,방배동,198874.98,542502.6,3.3,1.7,부주의,주거
노원소방서,하계119안전센터,500,노원구,상계동,205379.1798,561349.584,2.2,2.2,부주의,기타
강북소방서,삼각산119안전센터,250,강북구,수유동,201145.5048,559333.9504,2.4,1.2,전기적 요인,자동차/철도차량
성동소방서,행당119안전센터,439,성동구,행당동,202842.47,550437.3,3.2,3.2,전기적 요인,주거
중부소방서,회현119안전센터,459,중구,회현동2가,198544.36,550921.93,3.3,0.1,부주의,기타
송파소방서,가락119안전센터,455,송파구,가락동,210584.5839,544096.9739,2.5,1.5,부주의,주거
중랑소방서,중화119안전센터,346,중랑구,묵동,206516.64,556365.7,3.7,1.3,기계적 요인,자동차/철도차량
용산소방서,한강로119안전센터,346,용산구,청파동2가,197297.6631,549487.9679,2,2,부주의,기타
동대문소방서,전농119안전센터,400,동대문구,전농동,204610.45,553684.94,4,1,부주의,기타
성북소방서,종암119안전센터,340,성북구,종암동,203006.39,554709.7,1.5,1.5,부주의,주거
강동소방서,암사119안전센터,448,강동구,암사동,211379.0555,550360.1766,2.5,0.1,미상,생활서비스
영등포소방서,여의도119안전센터,639,영등포구,여의도동,194839.15,547034.16,4,2,전기적 요인,생활서비스
관악소방서,난곡119안전센터,256,관악구,신림동,192306.85,541627.56,0.6,6.4,부주의,주거
강남소방서,영동119안전센터,359,강남구,논현동,202357.41,545994.74,6,2,미상,주거
도봉소방서,도봉119안전센터,319,도봉구,도봉동,204249.9725,565009.7466,2.4,1.2,전기적 요인,주거
송파소방서,마천119안전센터,440,송파구,오금동,211402.5753,545100.2245,2,2,기계적 요인,교육시설
강남소방서,역삼119안전센터,448,강남구,역삼동,204179.1472,544991.4347,2,1.5,전기적 요인,판매/업무시설
강북소방서,우이119안전센터,230,강북구,수유동,201319.7,560844.86,3.8,1.3,부주의,생활서비스
중랑소방서,중화119안전센터,245,중랑구,묵동,206834.71,556200.44,3.3,0.7,미상,산업시설
성북소방서,길음119안전센터,441,성북구,정릉동,200309.63,557437.57,4.8,3.1,전기적 요인,판매/업무시설
영등포소방서,당산119안전센터,225,영등포구,양평동3가,190017.7737,547509.4333,2.3,1.8,부주의,주거
중부소방서,충무로119안전센터,403,중구,명동2가,198596.07,551436.53,2.3,0.8,전기적 요인,생활서비스
중랑소방서,중화119안전센터,400,중랑구,상봉동,207137.12,554909.25,3.5,1.5,미상,주거
양천소방서,신트리119안전센터,332,양천구,신정동,187881.49,545922.67,2.8,2.8,부주의,주거
강남소방서,역삼119안전센터,421,강남구,역삼동,203796.2312,544186.4844,3,0.5,전기적 요인,주거
광진소방서,능동119안전센터,246,광진구,자양동,205714.17,548643.86,0.5,2.7,부주의,판매/업무시설
강남소방서,세곡119안전센터,342,강남구,세곡동,208940.03,540513.49,8.7,1.6,전기적 요인,주거
종로소방서,숭인119안전센터,256,종로구,충신동,200687.23,552772.65,2.2,1,부주의,주거
성북소방서,종암119안전센터,308,성북구,종암동,203166.8656,555685.1305,1.2,1.2,제품결함,생활서비스
마포소방서,서교119안전센터,240,마포구,서교동,193493.11,550624.21,1.4,1.5,부주의,생활서비스
노원소방서,공릉119안전센터,115,노원구,공릉동,206862.68,557919.98,2.5,0.3,전기적 요인,주거
용산소방서,이촌119안전센터,313,용산구,한강로3가,196289.4927,548040.4455,1.5,1.5,부주의,기타
서초소방서,방배119안전센터,430,서초구,방배동,199633.12,542688.1,2.3,1.9,전기적 요인,판매/업무시설
서초소방서,반포119안전센터,151,서초구,반포동,199853.002,544352.1494,0.9,0.9,부주의,기타
금천소방서,시흥119안전센터,213,금천구,시흥동,191118.2027,539407.4496,1.2,0.8,부주의,판매/업무시설
서초소방서,방배119안전센터,300,서초구,방배동,198643.58,542001.73,4.1,1,부주의,기타
송파소방서,거여119안전센터,241,송파구,거여동,212495.6967,543984.1798,1.1,1.1,부주의,기타
광진소방서,능동119안전센터,304,광진구,군자동,206368.82,550668.56,2.3,2.1,부주의,기타
용산소방서,이태원119안전센터,440,용산구,보광동,200087.76,547528.62,2.3,1.3,부주의,주거
용산소방서,한강로119안전센터,226,용산구,한강로2가,197347.7674,547782.6045,0.9,0.9,방화,생활서비스
용산소방서,한강로119안전센터,110,용산구,효창동,196358.12,549012.5,1.7,1.7,기계적 요인,생활서비스
은평소방서,진관119안전센터,229,은평구,갈현동,192690.1191,558300.0287,0.7,0.7,전기적 요인,주거
동대문소방서,용두119안전센터,452,동대문구,제기동,203217.87,553362.54,3.9,0.7,부주의,주거
양천소방서,양천119안전센터,300,양천구,신정동,187495.5091,547464.785,1.8,1.8,전기적 요인,주거
마포소방서,신수119안전센터,200,마포구,신수동,194528.19,550072.05,0.6,0.6,전기적 요인,생활서비스
노원소방서,공릉119안전센터,227,노원구,공릉동,207649.845,558036.8015,2.8,0.7,부주의,판매/업무시설
용산소방서,한강로119안전센터,307,용산구,청파동3가,197431.89,549227.37,1.2,1.2,미상,판매/업무시설
구로소방서,수궁119안전센터,459,구로구,오류동,185940.95,543471.26,2.9,1.6,미상,주거
서초소방서,서초119안전센터,521,서초구,서초동,200830.6431,543428.4865,2.6,2.3,부주의,판매/업무시설
마포소방서,서교119안전센터,249,마포구,서교동,193121.57,550096.46,1.5,1,부주의,생활서비스
종로소방서,종로119안전센터,131,종로구,계동,198817,553086.35,0.3,1.1,전기적 요인,기타서비스
종로소방서,숭인119안전센터,235,종로구,숭인동,201978.18,553170.59,3.8,0.2,부주의,주거
송파소방서,마천119안전센터,425,송파구,장지동,212524.56,541739.99,3.6,3.6,부주의,기타
금천소방서,금천119안전센터,325,금천구,독산동,191489.0881,541438.5601,1.5,1.5,전기적 요인,생활서비스
강북소방서,번동119안전센터,205,강북구,번동,203137.49,559644.48,0.7,0.7,전기적 요인,판매/업무시설
성북소방서,길음119안전센터,437,성북구,길음동,201888.8663,556578.1158,3,1.9,전기적 요인,주거
구로소방서,수궁119안전센터,440,구로구,온수동,184205.2,543483.38,4.1,2.3,부주의,주거
용산소방서,한강로119안전센터,331,용산구,원효로2가,196925.46,548633.75,1.2,1.2,부주의,주거
금천소방서,금천119안전센터,409,금천구,독산동,191463.87,541577.95,1.4,1.4,방화의심,주거
용산소방서,후암119안전센터,246,용산구,동자동,197799.9335,550412.1938,2.5,0.3,부주의,주거
마포소방서,신수119안전센터,300,마포구,신수동,194319.99,549967.51,0.4,0.4,전기적 요인,주거
강서소방서,발산119안전센터,203,강서구,화곡동,186683.443,550406.6103,1.6,1.4,부주의,생활서비스
은평소방서,수색119안전센터,344,은평구,신사동,191722.43,555794.94,5.8,2,전기적 요인,주거
성북소방서,종암119안전센터,321,성북구,돈암동,201717.73,555486.07,2.2,2.2,전기적 요인,집합시설
동대문소방서,장안119안전센터,357,동대문구,답십리동,205612.06,552249.23,1.2,1.2,전기적 요인,판매/업무시설
성북소방서,종암119안전센터,340,성북구,안암동5가,202578.182,554118.6846,2.5,1,부주의,생활서비스
중랑소방서,신내119안전센터,200,중랑구,신내동,208350.6117,556228.2071,1.2,1.2,전기적 요인,주거
강동소방서,성내119안전센터,235,강동구,성내동,211246.68,548016.76,0.7,0.7,전기적 요인,생활서비스
영등포소방서,대림119안전센터,351,영등포구,신길동,192842.08,544625.88,3.2,1.9,전기적 요인,주거
송파소방서,방이119안전센터,310,송파구,풍납동,210567.01,548223.69,5.6,3,전기적 요인,기타
송파소방서,가락119안전센터,338,송파구,가락동,210994.14,544653.33,2.5,2.1,전기적 요인,기타
서초소방서,잠원119안전센터,408,서초구,반포동,200808.3085,544417.2061,2.8,0.6,미상,자동차/철도차량
강동소방서,성내119안전센터,224,강동구,성내동,211244.87,548014.68,0.5,0.5,전기적 요인,생활서비스
강서소방서,마곡119안전센터,330,강서구,마곡동,185198.72,551244.87,2.9,2,부주의,생활서비스
광진소방서,중곡119안전센터,524,광진구,중곡동,208152.56,551051.06,2.5,1.3,전기적 요인,주거
양천소방서,신월119안전센터,433,양천구,신월동,184312.7536,548841.3872,5.7,3.1,전기적 요인,자동차/철도차량
영등포소방서,영등포119안전센터,430,영등포구,문래동6가,190022.3073,546471.5247,1.8,1.8,기계적 요인,산업시설
강서소방서,마곡119안전센터,420,강서구,외발산동,183817.2581,549413.1442,5.6,2.9,미상,기타
구로소방서,고척119안전센터,330,구로구,개봉동,186288.07,544608.52,2.1,1,부주의,자동차/철도차량
강서소방서,등촌119안전센터,500,강서구,등촌동,187558.8374,549612.8899,2.1,2.1,미상,자동차/철도차량
성동소방서,왕십리119안전센터,330,성동구,하왕십리동,202680.8937,551514.8106,2.5,1,부주의,주거
노원소방서,하계119안전센터,537,노원구,중계동,207585.56,560175.8,2.6,2.6,미상,주거
종로소방서,숭인119안전센터,516,종로구,숭인동,201664.35,553099.87,4,1,방화의심,자동차/철도차량
강서소방서,마곡119안전센터,322,강서구,외발산동,183800.8106,549479.3478,5.6,2.9,미상,기타
금천소방서,금천119안전센터,523,금천구,독산동,190533.1717,541395.9281,1.3,1.3,부주의,판매/업무시설
노원소방서,수락119안전센터,221,노원구,상계동,205021.55,563701.66,4.6,0.9,전기적 요인,주거
영등포소방서,영등포119안전센터,1200,영등포구,신길동,193859.4247,546164.7955,5,5,기계적 요인,기타
강서소방서,등촌119안전센터,236,강서구,염창동,189174.1325,550039.0673,1.8,1.1,전기적 요인,주거
영등포소방서,신길119안전센터,513,영등포구,신길동,192848.8624,545365.9329,2.9,0.5,전기적 요인,주거
마포소방서,서교119안전센터,400,마포구,망원동,191993.68,550655.39,2.8,1.1,전기적 요인,주거
성동소방서,행당119안전센터,310,성동구,성수동1가,203806.0421,549922.7356,1.3,1.3,부주의,주거
강동소방서,강일119안전센터,523,강동구,상일동,215467.7627,549618.3385,5.7,3.1,미상,기타
강남소방서,삼성119안전센터,454,강남구,대치동,205287.5174,543770.2475,3,3,전기적 요인,판매/업무시설
관악소방서,관악119안전센터,532,관악구,남현동,198328.75,541775.66,3.8,0.8,전기적 요인,생활서비스
용산소방서,한강로119안전센터,114,용산구,한강로2가,197469.998,548384.4704,0.1,0.1,화학적 요인,기타
영등포소방서,당산119안전센터,323,영등포구,당산동2가,190528.7203,547043.7711,1.7,2.5,부주의,자동차/철도차량
금천소방서,시흥119안전센터,301,금천구,시흥동,191709,539322.57,1.8,1,미상,자동차/철도차량
종로소방서,신영119안전센터,1030,종로구,평창동,197676.2,556302.3856,10,5,부주의,기타
송파소방서,마천119안전센터,444,송파구,오금동,211151.4633,545198.6475,2.3,2.3,전기적 요인,주거
성북소방서,장위119안전센터,326,성북구,장위동,203860.9917,557160.1385,3,1.6,부주의,기타
서초소방서,잠원119안전센터,100,서초구,서초동,201000.0579,544297.2188,2.6,0.3,방화,자동차/철도차량
관악소방서,봉천119안전센터,510,관악구,봉천동,197119.3295,541891.2689,3.8,2,부주의,주거
용산소방서,이태원119안전센터,233,용산구,한남동,199792.0008,548200.7742,2.9,0.4,방화,기타
강동소방서,강일119안전센터,450,강동구,강일동,214931.5139,552183.8301,9.5,2.5,교통사고,자동차/철도차량
관악소방서,난곡119안전센터,253,관악구,신림동,193174.09,541574.25,6.4,0.9,부주의,주거
도봉소방서,도봉119안전센터,436,도봉구,방학동,203016.34,563175.21,1.3,3.2,부주의,산업시설
송파소방서,종합운동장119안전센터,337,송파구,잠실동,207707.31,545191.28,4.5,1,부주의,생활서비스
양천소방서,신월119안전센터,408,양천구,신월동,184735.22,548408.53,5.4,1.7,미상,주거
종로소방서,신교119안전센터,503,종로구,사직동,196930.75,552625.08,2.4,2.4,기타,자동차/철도차량
강북소방서,삼각산119안전센터,334,강북구,미아동,201078.4889,558376.0436,3.5,1,부주의,주거
금천소방서,금천119안전센터,802,금천구,독산동,191670.87,541450.07,1.8,1.8,부주의,주거
동대문소방서,청량리119안전센터,507,동대문구,청량리동,204034.4803,553851.0883,5,1.1,부주의,생활서비스
송파소방서,잠실119안전센터,403,송파구,삼전동,207645.05,544707,5,1.5,부주의,주거
송파소방서,잠실119안전센터,331,송파구,삼전동,207771.96,544573.94,5.5,1.3,부주의,기타
영등포소방서,대림119안전센터,309,영등포구,대림동,191856.0836,544084.9757,3.3,0.9,전기적 요인,판매/업무시설
용산소방서,한강로119안전센터,303,용산구,남영동,197662.5,549297.51,1.2,1.2,부주의,주거
마포소방서,서교119안전센터,200,마포구,서교동,192285.88,550442.18,2.6,0.8,전기적 요인,판매/업무시설
서초소방서,방배119안전센터,330,서초구,방배동,199506.44,542542.47,2.6,1.5,전기적 요인,생활서비스
관악소방서,봉천119안전센터,342,관악구,봉천동,194218.19,543219.54,2.8,1,부주의,주거
관악소방서,관악119안전센터,531,관악구,봉천동,196566.02,541608,2.3,2.3,부주의,기타
강동소방서,천호119안전센터,303,강동구,천호동,211955.47,548703.51,2.5,1,전기적 요인,판매/업무시설
광진소방서,중곡119안전센터,230,광진구,중곡동,207805.6137,550740.9674,1.7,1.3,미상,생활서비스
서초소방서,잠원119안전센터,236,서초구,반포동,200899.4,544874.16,1.9,1.2,부주의,기타
중부소방서,신당119안전센터,200,중구,필동2가,199432.85,551313.86,2.1,1.3,전기적 요인,생활서비스
강남소방서,영동119안전센터,504,강남구,논현동,202586.33,545706.5,4.5,2.4,부주의,주거
중부소방서,신당119안전센터,230,중구,장충동2가,200119.55,551161.16,2,1.5,부주의,기타
양천소방서,목동119안전센터,200,양천구,목동,189510.3082,549031.4026,3.5,1,전기적 요인,자동차/철도차량
성북소방서,돈암119안전센터,432,성북구,동선동1가,201642.0599,554765.655,4,2.8,부주의,생활서비스
송파소방서,방이119안전센터,444,송파구,방이동,210886.2886,545391.5438,2.9,2.7,전기적 요인,주거
강서소방서,등촌119안전센터,121,강서구,등촌동,187750.11,550718.59,0.3,0.3,전기적 요인,주거
양천소방서,신트리119안전센터,400,양천구,신정동,188187.9678,545313.5175,3.8,2.4,전기적 요인,주거
동작소방서,노량진119안전센터,719,동작구,동작동,198186.6278,544772.1302,9,2.3,기계적 요인,자동차/철도차량
용산소방서,이태원119안전센터,450,용산구,보광동,199775.05,548011.2,3,2.2,부주의,기타
영등포소방서,신길119안전센터,250,영등포구,신길동,193421.67,546042.85,2.5,2.2,부주의,생활서비스
종로소방서,숭인119안전센터,229,종로구,충신동,200393.74,552674.44,1.8,2.2,미상,판매/업무시설
관악소방서,관악119안전센터,436,관악구,신림동,193643.5312,539850.0922,4.1,4,부주의,기타
노원소방서,수락119안전센터,515,노원구,상계동,205793.6017,562969.2046,4,2.5,부주의,주거
금천소방서,시흥119안전센터,305,금천구,시흥동,191617.4,539988.5,1.5,1.5,전기적 요인,생활서비스
도봉소방서,도봉119안전센터,331,도봉구,도봉동,204069.24,563638.16,1,1,부주의,주거
구로소방서,고일119안전센터,345,구로구,개봉동,186881.72,543597.75,1.9,1.9,부주의,기타
강서소방서,발산119안전센터,257,강서구,화곡동,186049.12,549560.19,2.8,1.6,부주의,주거
서대문소방서,연희119안전센터,452,서대문구,창천동,194231.13,550844.91,3,3,전기적 요인,판매/업무시설
성북소방서,길음119안전센터,400,성북구,길음동,202115.2736,556918.9149,1.5,1.5,전기적 요인,판매/업무시설
강남소방서,역삼119안전센터,424,강남구,역삼동,202557.2982,544412.8126,3.7,1.7,부주의,자동차/철도차량
영등포소방서,당산119안전센터,200,영등포구,양평동4가,191010.08,548445.72,2.4,0.2,기계적 요인,생활서비스
강동소방서,성내119안전센터,442,강동구,둔촌동,212716.58,547690.4,2.5,2.5,부주의,기타
강남소방서,영동119안전센터,338,강남구,신사동,202439.321,547324.3316,6.7,1.8,부주의,판매/업무시설
마포소방서,서교119안전센터,400,마포구,망원동,191535.12,550572.45,3.6,1.6,전기적 요인,자동차/철도차량
송파소방서,잠실119안전센터,326,송파구,송파동,209551.79,545249.28,4.4,2.1,전기적 요인,주거
마포소방서,신수119안전센터,44,마포구,신정동,193788.56,549551.35,0.8,0.8,부주의,기타
동작소방서,노량진119안전센터,624,동작구,동작동,198045.2518,544862.808,7.1,1.8,부주의,기타서비스
관악소방서,관악119안전센터,453,관악구,신림동,194453.19,541034.08,2.9,2.9,부주의,주거
강남소방서,영동119안전센터,454,강남구,논현동,202134.21,545624.01,5,2.7,전기적 요인,주거
영등포소방서,영등포119안전센터,428,영등포구,영등포동2가,192022.78,547008.23,2.4,2.4,부주의,주거
송파소방서,마천119안전센터,450,송파구,문정동,211069.65,542661.25,2.7,2.7,부주의,주거
용산소방서,한강로119안전센터,325,용산구,서계동,196882.79,550387.64,2.5,1,전기적 요인,주거
종로소방서,신영119안전센터,702,종로구,평창동,197490.03,557248.15,7.2,2.4,전기적 요인,주거
서대문소방서,북아현119안전센터,439,서대문구,충정로2가,196973.66,551776.47,5.6,1.6,미상,주거
노원소방서,공릉119안전센터,622,노원구,공릉동,209579.1508,560097.487,5.3,3.4,전기적 요인,기타
성북소방서,돈암119안전센터,410,성북구,동선동3가,201859.66,555075.34,2.1,1.1,부주의,기타
양천소방서,신월119안전센터,300,양천구,신월동,185348.06,547033.18,5,1.3,부주의,주거
구로소방서,고일119안전센터,424,구로구,개봉동,186890.24,542597.25,3.1,3.1,부주의,주거
금천소방서,금천119안전센터,231,금천구,독산동,190957.65,541362.45,1,1,부주의,생활서비스
강남소방서,영동119안전센터,625,강남구,논현동,202768.4,545556.196,3.9,2.4,전기적 요인,주거
강동소방서,천호119안전센터,141,강동구,천호동,211670.07,548967.25,2.5,0.4,부주의,주거
강서소방서,화곡119안전센터,316,강서구,화곡동,186424.8,547779.25,4.3,1.6,미상,기타
관악소방서,봉천119안전센터,418,관악구,봉천동,195925.895,542443.3971,1.2,2,전기적 요인,판매/업무시설
광진소방서,중곡119안전센터,249,광진구,구의동,208140.48,550225.62,1.5,2,전기적 요인,기타
노원소방서,하계119안전센터,332,노원구,중계동,205953.9054,560872.4758,1.3,1.1,부주의,기타
양천소방서,목동119안전센터,300,양천구,목동,188058.31,550148.94,3.8,2.7,부주의,생활서비스
용산소방서,이촌119안전센터,331,용산구,용문동,196390.97,548687.17,1.8,1.5,부주의,주거
양천소방서,신트리119안전센터,434,양천구,신정동,187790.2,545665,2.7,1.5,부주의,기타
강북소방서,미아119안전센터,103,강북구,미아동,202977.56,557414.59,2.3,0.8,부주의,생활서비스
관악소방서,봉천119안전센터,439,관악구,봉천동,196657.02,542053.72,2,3.2,전기적 요인,생활서비스
영등포소방서,대림119안전센터,419,영등포구,대림동,191239.17,543558.82,4,1.5,부주의,생활서비스
서대문소방서,연희119안전센터,509,서대문구,대현동,195174.99,550953.16,3.6,3.6,부주의,기타
광진소방서,능동119안전센터,453,광진구,화양동,206377.06,549616.56,1.2,1,전기적 요인,주거
영등포소방서,대림119안전센터,358,영등포구,대림동,191097.4118,543064.7796,5,2.8,부주의,주거
관악소방서,신림119안전센터,252,관악구,신림동,192620.39,543133.24,5.1,2,부주의,주거
광진소방서,중곡119안전센터,239,광진구,중곡동,207276.18,550766.4,2.2,1.7,전기적 요인,판매/업무시설
마포소방서,성산119안전센터,333,마포구,성산동,191941.46,551967.16,3.5,0.8,부주의,기타
성북소방서,돈암119안전센터,410,성북구,보문동2가,201615.85,553864.99,4,1.5,부주의,기타
서초소방서,양재119안전센터,247,서초구,양재동,203740.3028,542451.5714,7.5,2.4,부주의,위험물/가스제조소
성동소방서,행당119안전센터,310,성동구,성수동1가,203953.3318,549203.7571,2.2,2.2,미상,주거
양천소방서,목동119안전센터,404,양천구,목동,188515.78,549541.78,3.6,2,부주의,주거
용산소방서,한강로119안전센터,415,용산구,청파동1가,197160.7828,549888.6362,2.2,1.7,부주의,주거
서초소방서,서초119안전센터,200,서초구,서초동,202933.11,542840.16,6.3,1,부주의,기타
강남소방서,영동119안전센터,410,강남구,신사동,201920.77,546460.64,5.6,1.8,부주의,판매/업무시설
동대문소방서,청량리119안전센터,356,동대문구,회기동,204235.34,554489.45,6.5,2,전기적 요인,주거
