X좌표,Y좌표,경도,위도
194095.4147,549987.0805,126.93318124340577,37.5493826657093
194096.0395,549994.8112,126.93318825172776,37.54945232315895
195326.174,555461.456,126.947074128932,37.598713543205875
194095.1188,549980.7524,126.93317794577922,37.54932564776229
192535.0067,550091.3685,126.91552196916658,37.550310985190336
192111.0689,556161.097,126.91065914091493,37.6049952934222
192315.279,553702.7132,126.9129975752683,37.582847211633336
190277.6974,553969.3082,126.88992563163765,37.58522995377626
197355.3858,553858.9432,126.97005847221567,37.58428309832542
212603.3721,544480.3786,127.14253044938262,37.49970007379983
212614.4592,544505.4319,127.14265626152233,37.499925653529104
208374.7103,557311.3974,127.09485538446368,37.615355069596106
208386.8447,557306.9339,127.09499277229531,37.615314743476425
208363.812,557316.9917,127.09473200997131,37.61540557268116
212759.6202,549059.3861,127.14437691271684,37.54095479314465
202803.9241,553146.1224,127.03174245956271,37.577860157353975
201923.6254,553134.9128,127.02177680960479,37.57776141855852
205889.3403,551610.2159,127.06665926381805,37.56400716192322
199630.19,548320.599,126.99581591325135,37.534386503710884
198137.4893,552586.338,126.97891644582762,37.572818915120365
196090.6275,551239.351,126.95575322765453,37.56067620898416
198527.9463,550963.424,126.98333966166877,37.558197230426394
199377.7957,551402.0101,126.99295767416632,37.562149843097146
198043.8538,549932.8988,126.97786356975917,37.54891132013301
192982.6853,548340.9686,126.92060487135006,37.534543419508026
183596.6987,553377.3735,126.81429796158147,37.579801916623666
186322.6338,549360.2749,126.84523309079171,37.54365263751099
188693.9872,547861.5474,126.87208925617097,37.530181249123956
187654.5746,550953.9808,126.86027788661588,37.5580306501599
187651.1331,550956.0118,126.86023890259754,37.55804890326021
187658.9019,550951.7654,126.86032689892632,37.55801074747262
188725.0765,547857.6209,126.87244104487623,37.53014625181162
181216.7956,550582.3334,126.78742677561131,37.554573435748495
185250.4977,547617.0708,126.83313632709167,37.527929900412396
193765.9297,544396.441,126.92950007160293,37.49900873765094
193119.8173,545662.2892,126.92218147658866,37.51040950132465
193277.7964,543359.9486,126.92398933333637,37.48966645357393
195310.039,546021.914,126.94695174298123,37.513663457316134
196604.194,543927.68,126.96159962204538,37.49479996565868
200165.5722,553318.2674,127.00187443670514,37.57941542643569
192919.6082,558814.9572,126.91979002681119,37.62891281439476
204979.6833,558801.2487,127.05641208918553,37.628803080222966
206275.3702,559844.4667,127.0710991577679,37.638194387486
203796.2184,562701.1536,127.04302553485175,37.663946226932495
203798.8262,562723.2143,127.04305520590151,37.66414497881216
206281.6037,559826.6568,127.07116962942986,37.63803388050274
192449.0392,559344.8249,126.91445373532856,37.6336830988293
203860.745,560793.12,127.04374677846955,37.646754916876674
212608.7975,544491.3651,127.1425919928235,37.49979898849209
212076.601,546709.149,127.13660984844188,37.51978837850296
205894.6121,551617.0058,127.06671898789322,37.56406830492665
204062.5716,552975.7746,127.04599031689966,37.576320642470684
201275.5294,554600.6649,127.01444245268038,37.590968870655246
205884.3096,551602.755,127.06660226337611,37.56393997166807
201360.3544,551703.8577,127.01539752629589,37.5648686851098
201359.5827,551696.2246,127.01538877746121,37.56479991230949
201360.6063,551712.1697,127.01540039290872,37.56494357553919
201067.7098,551909.1152,127.01208545086264,37.566718432590385
200851.6159,550378.6798,127.0096376989271,37.55292948116482
211611.0309,548796.7546,127.1313763428415,37.53860366398411
204916.9529,564450.2125,127.05573948308093,37.679699570253554
207126.8641,557723.2716,127.08072579534739,37.61907651809955
