GIS_X좌표,GIS_Y좌표
186442.73,548487.97
187913.7023,550554.1996
185713.8979,551241.3332
186957.8454,550719.3343
185431.67,549141.66
186915.0654,550315.3561
186422.69,550984.97
186644.43,548312.54
185410.2938,551097.8364
183086.5,551042.77
188788.9142,550271.2596
183421.41,551894.63
186048.9433,551884.5901
183270.06,554036.31
184334.2747,550171.9376
183820.1313,554060.4196
184649.9623,551114.3989
187727.08,550751.01
186607.57,548490.64
186980.646,551245.7699
185661.8145,551193.1519
189227.04,550036.89
183755.87,553141.75
186953.0506,551300.0658
183082.68,552365.5
182858.0752,551805.0518
183507.03,552202.06
185716.7108,548654.0941
185644.9062,551886.3191
186169.18,549298.01
185673.16,549386.91
187930.01,550020.34
185749.786,550203.3982
185655.2281,551133.2899
184331.4422,552318.255
186250.6726,551375.1795
186277.53,548116.11
185903.01,552351.4
186350.71,547868.51
188646.34,550137.78
184013.24,550783.92
186637.88,550098.5
186907.5637,551418.4567
186229.48,547723.76
187740.9038,551437.7032
183569.9598,550199.4257
185846.64,547827.64
184442.4,551067.01
183445.48,552298.39
185305.25,553060.15
186399.1076,548232.9267
187907.46,548518.31
183399.69,552144.31
192950.38,542786.67
196868.3158,541288.8842
193176.48,541021.42
198301.51,541656.16
196326.857,540186.2288
196241.85,542317.22
194487.79,541713.5
195480.13,542412.83
194747.024,542568.0097
195759.9631,542221.359
195365.9,542808.79
194305.7,541041.76
198602.06,541092.32
196531.02,541610.73
193288.73,542539.33
194196.48,543354.14
194619.96,542368.09
197248.14,541205.34
194224.17,541477.52
192107.97,542860.52
192775.57,543223.72
193732.22,541941.14
191920.36,542657.11
194019.51,542734.84
195321.67,543096.79
194798.88,541336.2
193810.32,541998.23
194815.55,543366.54
196913.54,541121.81
195936.3871,540421.7308
197861.39,541846.29
194734.47,541167.73
195531.61,542521.39
195928.05,542333.26
194492.14,541926.3
194046.03,541908.77
193759.11,542574.73
198281.57,541542.07
195630.85,542363.14
192845.353,542611.0022
196803.56,541631.49
195036.97,542679.25
195752.5345,542488.975
194074.25,542715.63
194523.8004,540682.1053
195028.7751,543040.5483
193798.2393,543171.3307
191818.8611,542708.0151
196611.57,541870.24
196275.7895,542224.6396
194675.2747,542109.1143
193545.65,542448.51
195299.75,542153.12
196665.23,541462.58
192394.77,542447.02
191388.66,542525.4
194330.73,542737.83
193364.79,540977.33
193871.1687,541880.7978
193614.92,543497.41
194652.77,543223.86
192916.77,543114.87
193965.41,542820.32
195400.67,542218.3
196399.98,542250.62
191709.87,542385.87
197884.85,541730.9
192880.2546,540205.2253
196070.1066,542030.2034
193605.49,543701.71
194307.84,542679.87
193087.06,541774.52
195991.59,542561.97
193466.787,542635.9379
196069.83,542277.16
193525.13,543317.1
193995.9632,542259.3416
195659.1747,539910.0076
198301.2912,541880.5997
196456.89,543124.44
198244.09,541842.37
194044.91,543321.96
198323.6736,541779.9531
193774.31,540165.76
193410.02,543330.42
193194.664,543353.7621
195867.81,541652.74
195881.7826,542006.9842
194784.6143,541415.3071
193775.83,542562.99
193819.484,542814.412
196826.36,541722.01
192502.3929,542214.1409
191464.1017,542283.2666
193603.6891,543557.3434
191146.58,542329.46
196052.81,543154.2
193748.3929,543713.7432
194196.5,541689.49
192407.9322,541807.5288
195593.0685,538640.9973
194174.98,543714.43
192994.94,541373.36
193374.91,541063.52
193416.51,542151.41
192536.9,540370.39
195388.9606,542451.1663
192429.25,541618.11
192038.7529,542366.899
193765.07,543555.1
194695.01,541289.77
195371.664,542346.4251
192782.28,543066.34
192095.8,542698.79
194184.51,540806.14
196306.6303,543159.9953
196780.64,542285.49
193759.05,542694.44
195743.4148,543487.7776
193511.19,542155.91
195601.29,542147.52
196934.3,541702.14
195179.05,542750.17
193274.89,542252.43
193969.4085,542232.7242
196886.05,541978.39
193840.4619,542983.796
191428.5344,542590.9889
193796.03,540998.74
196365,543269.4
193865.72,542943.21
196579.124,542472.8301
196045.39,542358.7
194772.77,542312.1
192388.9536,542729.4833
193735.58,541229.64
192618.5772,541742.7444
195879.14,542166.87
194623.37,541594.87
193229.4062,541692.6843
194207.4,540788.93
194326.44,542074.9
197873.2542,541301.53
194055.76,541220.08
194222.98,541528.73
193906.8,541698.33
192122.08,542502.61
193059.61,541441.26
195136.2373,542674.3616
194331.26,541744.98
195328.24,542322.98
193960.49,540594.41
192151.29,541277.13
195539.07,542326.61
193531.874,542606.0544
194082.7,542629.65
192754.52,542515.37
195453.9136,542381.3599
192439.97,542797.7
193178.63,541632.02
194636.51,541910.87
193327.13,542779.31
193261.59,542875.54
197111.29,541287.14
195771.6607,542236.5479
192699.3244,542904.4367
196455.63,542382.42
194224.9659,541992.3829
195972.47,542624.85
191623.57,542614.71
195268.1142,543121.7456
194803.78,543369.12
192585.31,542586.43
191666.309,542647.7171
193998.66,543012.7
195976.8302,542642.0741
195717.2713,541983.3984
192306.85,541627.56
198328.75,541775.66
197119.3295,541891.2689
193174.09,541574.25
194218.19,543219.54
196566.02,541608
193643.5312,539850.0922
194453.19,541034.08
195925.895,542443.3971
196657.02,542053.72
192620.39,543133.24
196487.34,542472.88
192243.5,542809.38
194794.56,543403.65
195428.3378,539880.599
193605.0757,539948.2992
195148.4616,543082.6856
192376.69,543070.34
193844.75,542013.6
194405.33,542933.75
194534.84,541966.68
193799.77,543306.67
193525.13,543317.1
192511.9,543109.28
193994.55,543497.98
193836.93,543260.72
197029.46,541666.92
193842.97,543172.93
193993.2692,542528.7008
194251.02,540625.31
195826.036,542237.547
192494.333,541901.1977
194079.28,541968.26
193898.5199,540871.0873
196406.05,543508.29
192053,542540.99
192530.58,542995.15
196470.16,541784.66
193392.9938,542396.5373
196076.55,541803.28
195569.785,543254.885
198931.898,540471.7544
192549.48,541985.23
193809.0295,542850.8344
194161.6,541777.24
196569.19,541566.49
193612.41,542891.44
193263.33,541044.11
198243.4989,541833.6049
193783.8092,542424.8723
195723.67,542227.25
197891.65,541840.55
194385.24,541903.65
194947.41,541039.2
193891.82,542910.35
196121.69,542017.41
194694.1327,541362.0769
192660.66,542964.74
193646.5,542938.43
194057.05,541066.6787
198607.26,541097.4
196870.86,541967.46
193945.12,542095.34
196609.15,541733.96
