GIS_X좌표,GIS_Y좌표
198353.34,541727.54
198242.6489,541834.0549
193814.95,543281.78
192868.79,540164.06
193994.864,542847.4713
192794.97,541729.72
196159.44,542319.55
192792.84,541294.15
196670.38,542045.46
193974.93,542963.75
192931.07,542761.02
193028.54,542952.61
195760.23,541739.93
195630.53,542179.04
193031.3727,542944.3616
195147.5627,543390.6345
197209.74,541360.56
192205.88,542927.59
196807.2,542112.03
195641.4626,542867.6134
194387.4277,542331.5553
196785.56,542004.75
193279.82,542746.54
193994.6,542465.24
196885.88,542129.56
192519.11,542720.51
193872.94,542410.53
194605.03,541009.22
193574.7,542956.63
194249.36,542194.87
195777.03,542364.07
194488.28,542088.7
196046.43,542224.17
195923.9,543101.46
198263.42,541782.86
194526.7296,541999.7692
192903.9,542566.78
195773.1588,542506.8618
195125.39,542589.98
194458.25,543068
206100.77,548709.24
206875.3095,551416.1776
206837.04,549552.63
206596.03,548018.43
207854.46,548739.11
207464.9,549390.75
206002.6107,549155.9523
208329.04,549073.41
207104.64,551728.26
208289.13,550308.84
208059.4004,548389.6356
206324.11,549344.45
207423.8074,548662.8616
206583.47,550815.44
205777.27,548611.24
207728.15,550763.47
207140.55,550722.79
209172.82,549390.49
209480.77,549703.42
207592.38,548663.75
206040.04,548703.86
207436.36,551851.22
206688.2,549508.65
205980.32,549751.36
207457.97,551432.49
206059.71,549185.19
207829.9689,550696.7717
208119.11,550193.9
207164.68,551712.29
207050.14,551101.27
208146.8,549698.69
207784.22,551523.98
208076.65,550273.47
207018.71,548051.31
208054.56,550811.24
207625.9,548096.11
207510.1732,552355.9702
206079.57,549106.23
207857.8013,549933.2815
206265.75,549343.49
207276.96,552129.51
207754.17,551743.9
206155.6285,549035.1853
206013.7656,548927.4969
205941.57,548361.68
207217.86,547858.08
207104.64,551728.26
207432.4113,552398.3612
207553.3,551872.88
206690.02,548686
207268.02,550809.12
206862.38,550849.08
205555.57,548356.57
205851.76,548640.08
208130.79,550136.76
207827.33,550382.82
205980.2283,549105.6088
205344.71,548361.5
208949.8429,549626.0344
205583.77,548554.89
207068.23,551080.22
206789.8303,548835.9733
207708.69,550593.05
205911.64,549524.18
208169.4229,549989.7235
206693.54,550528.73
206648.5805,547901.3565
207794.82,551374.59
208314.53,550291.07
205897.46,549407.08
205848.1,549381.7
208593.06,549098.65
207635.65,548675.41
206874.76,547861.46
207029.47,548771.7
206550.78,549516.71
207567.18,548902.34
207108.32,550856.41
207339.94,551959.51
205823.36,549436.17
206240.1,549099.1
206112.89,550146.09
207286.82,549494.71
206247.83,549159.95
206006.0932,548767.1592
206782.1765,550134.5022
207300.75,548929.96
207029.88,548428.47
206000.76,549234.04
206343.29,547967.15
206484.22,550627.69
208981.3161,549099.9644
206110.92,549496.3
207224.1501,547601.4371
206624.96,550569.23
206571.33,549559.81
205722.67,548350.93
205792.41,548770.13
208216.8,550237.31
208924.1394,550547.4433
206240.0391,548296.5692
207489.7,547696.29
206781.4191,547789.1577
208128.1774,549293.1932
206712.51,548124.69
208264.63,550000.4
207600.8133,551178.1129
207658.99,551989
208512.7831,550068.8841
206657.5652,547962.1186
207293.5341,551535.7148
206074.75,548974.24
207207.5,549149.54
207870.08,549538.31
205956.35,549032.63
206148.12,548882.53
206894.7365,549161.0744
205714.17,548643.86
206368.82,550668.56
208152.56,551051.06
207805.6137,550740.9674
208140.48,550225.62
206377.06,549616.56
207276.18,550766.4
206508.9581,549559.1937
207575.92,552169.56
206165.6902,548998.3802
207078.46,552053.92
206107.8777,548051.2898
206309.16,549239.81
207356.36,552254.64
206337.84,549353.41
206898.3393,547598.2406
208375.6304,551140.6663
206349.37,549730.51
208310.6709,548731.5799
208264.03,550262.81
206976.11,551323.93
207264.96,549205.55
207815.66,550402.61
206261.81,549192.26
207595.6,549019.91
207578.52,550285.35
207554.35,549061.09
208357.03,549164.86
207032.14,551990.81
207806.3549,548804.2246
206038.4394,549765.2931
207797.06,550886.11
205570.6223,548953.9439
207432.61,549064.23
206155.1781,549191.5362
207030.12,549520.02
206444.6592,548792.3402
207193.61,551992.92
206779.82,547804.91
205894.91,549514.73
208447.3294,548460.2435
206231.26,549333.08
206388.91,549883.66
207221.56,552304.64
206470.44,548161.65
206291.17,550419.81
207814.88,548215.82
207482.4025,548208.767
207989.5,549422.68
206085.77,548665.74
206879.08,551096.27
206068.06,549075.53
205839.96,548859.83
209660.6768,550289.0398
206367.1913,549355.8099
205771.23,548599.75
206285.8281,548949.5611
208098.48,550113.67
207251.1548,548572.2638
206776.88,551456.84
206100.8812,549228.7878
205996.17,549102.49
207820.07,548764.38
208670.9011,549183.8457
206310.2709,548350.7616
205716.11,548741.84
207814.2,551345.85
206163.1043,549154.0693
206559.7,550558.43
207751.18,552140.75
207325.97,551914.82
207750.59,548145.52
206206.04,548533.89
207995.08,549053.26
207193.99,551780.27
208679.8922,548664.6922
190060.778,542959.0658
190532.0749,542355.2496
187964.87,544768.82
190146.9,543865.87
189498.2461,545073.462
188796.2638,544024.7591
190169.47,542350.58
190223.9,542499.94
186542.9261,543800.6274
189418.33,544123.63
190412.94,543705.53
186900.1128,542833.1563
189670.69,542938.07
187066.89,545047.83
186425.04,544335.09
187511.61,544715.74
186300.34,544057.86
189725.0357,545297.2697
188193.1439,545058.6805
190064.78,543523.98
190489.66,543560.94
189547.1938,545907.5777
187145.28,544933.26
186291.73,544902.18
190329.94,542379.27
188995.58,543011.79
186816.17,544407.32
187642.6619,544248.6536
187805.1994,543935.6393
184511.61,542182.12
189803.6597,543694.0049
188127.8613,544582.5395
190453.7645,543600.9942
189996.5931,544280.5945
190350.96,542364.02
187651.5382,543375.1375
189955.33,543251.48
186142.13,544964.23
185713.2902,544393.6754
186519.7295,545149.1542
189078.9531,543850.378
186284.1,544451.91
189812.42,543103.98
189177.61,545141.61
189612.26,545805.83
190066.0326,545499.0196
186807.1,544810.47
185709.22,543143.37
191120.07,542568.45
186339.59,544194.76
190435.93,542218.7
189232.9134,545343.0706
188926.16,545204.28
186166.48,544747.03
190284.7276,544897.5456
189463.8912,544960.8661
186571.4578,544071.6461
189048.8418,543881.7031
189628.9301,544164.9293
189037.3,544959.71
185789.56,544316.37
189818.6,544429.22
190260.45,542311.22
188781.0471,543244.8777
189723.7345,545212.7192
190393.98,543596.96
189965.8,543149.25
189759.3323,544301.8777
190068.1,543438.58
186024.62,543916
184089.15,543603.63
185995.22,542186.18
187415.42,543095.11
190027.7417,543322.9723
191354.73,542781.71
185184.4394,543263.7491
187843.17,544211.97
185921.9317,543844.5689
189685.265,544851.725
189783.4612,544128.8899
186074.8686,542435.3111
190679.97,542230.5
190249.74,545009.61
189416.6527,544129.6837
186464.21,544791.64
189233.57,545527.83
190116.5046,543238.2459
184333.91,543741.25
187184.77,545158.92
189450.7696,545978.4298
191224.5658,542517.1174
183852.9834,541873.8859
190227.67,545675.52
185013.6285,544105.4868
190664.5756,542563.8265
184803.48,544054.31
187958.76,544346.49
185417.7,543524.51
188666.4557,544183.6529
187215.4817,543192.6428
183755.0525,541794.0721
187185.54,543614.97
190484.18,543747.52
191034.41,542325.71
187318.59,544387.4
191088.6603,542773.0344
188061.22,544499.04
187032.6249,542862.6731
190219.3184,543968.9405
185990.39,543400.29
186019.52,543531.94
186133.18,543985.11
185756.59,543173.87
184626.9526,543257.312
190338.8,544946.65
187479.4176,543869.4582
189238.3548,544645.5452
190219.0912,543965.2644
189891.36,542880.08
189492.61,543649.79
185482.19,543712.98
190030.93,542877.65
185341.6765,543819.378
190514.61,542863.79
185916.39,543438.11
189994.94,544085.96
186418.82,544895.49
189666.866,545716.3347
185822.5373,543137.2311
189131.8509,545014.4408
190075.7423,545524.616
190020.5156,545681.054
,
185940.95,543471.26
184205.2,543483.38
186288.07,544608.52
186881.72,543597.75
186890.24,542597.25
187176.5,544430.05
190163.59,544171.98
189733.51,544385.76
186879.89,543658.9
187302.43,543395.81
186491.0877,544147.0475
185940.8156,543881.9437
186661.26,544542.43
190990.51,542355.77
190443.9335,544785.3541
189849.96,545365.35
190187.3363,545254.5764
189080.423,544826.7763
190757.7522,542679.0819
187840.4715,544075.7441
189838.36,543457.29
189880.33,542906.26
185010.1,543597.64
184357.7528,543247.8938
189601.2833,543281.4994
189542.97,545691.58
187684.8024,544456.8967
189634.47,543544.36
190118.82,543877.22
187563.19,544656.97
190126.46,542927.14
189652.22,543553.58
188701.9749,544059.1964
185612.8821,543691.1496
190057.45,543817.78
186992.4439,543360.6807
190887.99,542326.34
189859.1799,544862.6142
189575.43,543270.46
186391.77,543717.27
189827.7,543321.82
186175.5157,542763.6562
191101.54,542625.62
188187.49,544556
189398.3,545690.26
188718.46,543843.8
187199.17,543386.83
191199.41,542763.94
187875.4626,544790.0953
187333.42,544201.3252
189779.34,543165.36
187463.23,543220.14
186807.53,542839.25
188924.4757,545324.8337
186140.06,545017.05
190937.6695,542270.2482
185313.09,543990.77
188688.4316,543580.4945
185979.4248,544485.6127
190173.75,542554.08
186970.26,543383.61
190012.22,543695.61
188902.8646,544274.4969
184962.9574,543129.6483
191092.1345,542759.5074
190870.3,542380.53
189225.0365,545094.4313
190482.03,540951.32
190463.6,541248.63
189629.6797,542221.2792
189713.3595,542323.0117
191488.1206,539295.6291
191497.87,541927.37
190183.17,541546.96
191416.51,541840.82
190937.03,541772.62
190288.7145,541185.8522
191113.16,540914.94
190651.5604,541010.1277
191146.26,539422.48
191268.4313,538234.9113
189470.7409,541705.3746
191429.59,541892.9
190579.9052,541871.3788
190347.24,539228.2
190874.0248,541374.8693
190154.8872,542091.7468
191675.76,539413.34
191866.06,540188.06
190302.3976,542066.8726
189645.52,542594.5
190384.78,541456.93
191498.95,541013.22
190284.3012,540724.7269
190257.9806,541583.5811
189039.63,542425.69
191859.11,542215.94
189425.1,542878.49
189049.4733,542800.7607
191330.94,540774.81
189707.57,541425.95
190766.39,541064.52
191535.79,538950
190492.9,541383.06
191049.6036,539503.6344
190607.0203,541120.4663
191144.8713,539480.5847
190908.2164,540161.6954
190656.05,539899.22
190934.3795,541176.5669
190723.19,541917.32
190543.54,541240.14
189372.58,541898.94
191442.6595,539673.1466
189816.67,541704.54
190612.89,541107.19
191824.23,539899.55
190226.48,541575.24
190733.48,541616.48
191489,539883.53
190408.68,540422.16
191465.5007,541501.3259
191407.12,541805.62
191214.18,541860.53
191162.8417,541822.5684
191389.69,538623.05
190349.75,540759.49
188975.27,542684.74
191796.81,541897.04
191353.635,538309.1856
190929.58,541922.36
190638.5303,541377.2232
191909.7047,539135.976
191762.7831,538040.4384
190638.88,539875.31
190938.99,540133.31
192067.35,540404.37
191945.8343,539414.0403
190987.53,539056.81
190777.26,540753.34
191439.7589,539639.2463
191262.6044,539444.1976
191441.73,539155.09
190788.82,542050.11
190500.57,541441.8
190130.6545,542066.7735
191539.76,538510.32
192603.2977,538865.2871
192674.879,538887.298
190671.25,542043.8
192542.6683,538059.544
190350.48,541361.9
191519.01,538058.21
190874.62,540840.22
191169.5922,540211.7885
191058.3325,541288.3659
191328.45,541640.53
193019.9942,538882.9303
191283.48,541951.6
191430.89,540340.26
189907.7331,541921.2894
191416.9798,540329.7723
191990.2531,539006.0824
191214.32,539844.1
189386.8824,542880.4449
190660.58,541970.73
191382.49,541388.08
191077.07,540371.94
191499.96,542053.68
190330.6338,541751.7313
192433.51,539119.54
191045.92,540656.89
191453.5878,538319.9354
191593.26,542109.65
192133.67,539398.57
190381.09,542008.33
191682.4446,539880.8343
191978.96,540241.52
190345.53,541768.37
191474.56,542141.89
191275.56,539396.47
190319.62,542081.62
190974.09,541946.39
191339.2967,537858.735
190871.21,540191.94
191757.96,539881.92
191118.2027,539407.4496
191489.0881,541438.5601
191463.87,541577.95
190533.1717,541395.9281
191709,539322.57
191670.87,541450.07
191617.4,539988.5
190957.65,541362.45
191753.88,539615.4
190751.0046,539702.158
191771.7116,539639.591
191042.18,540438.65
191258.59,540519.83
191463.578,539653.3872
191330.14,538882.1
190190.2943,542015.085
191292.7338,538037.5919
191250.32,540460.5
192509.36,538839.15
191026.01,539784.33
191294.8,538642.8423
191463.6,540654.11
190161.825,539562.0938
190299.7732,540302.7488
191135.68,541537.41
191639.9623,539092.7202
189684.7071,542588.8026
191497.44,540592.98
190931.09,541941.01
189494.5093,542132.106
190603.2504,541538.7129
191275.56,539396.47
189696.9994,541014.1256
191329.12,540522.95
191004.4918,538724.4451
190771.0136,540080.9202
190906.5279,541098.7478
191434.36,540913.17
191443.33,540022.91
190610.74,541642.59
191036.2952,539416.7333
190704.32,542000.94
191572.3455,541231.2983
191288.47,540946.52
190825.96,541844.2
191487.3802,537466.778
190375.3975,539947.647
191156.48,540955.36
190475.27,542033.2
191725.63,539354.66
190090.8288,539688.4405
189908.4211,540690.9694
191584.13,541900.19
191995.2532,539009.4823
191564.11,541340.08
190527.3646,540025.7963
190839.8942,539042.4508
192079.7494,541926.8948
189566.7381,542396.6988
190347.12,542129.13
190548.571,542030.0712
190551.69,541393.73
190670.29,541421.1
190947.48,539946.41
191652.7,541189.24
191438.05,541222.11
190271.4392,542116.0351
190163.1,541387.25
190220.66,541548.85
190376.1405,542144.9837
191225.66,542077.1
190801.09,541379.52
192026.89,538908.72
205662.57,557436.77
206748.044,563110.905
206104.01,562241.44
206766.45,558818.97
205736.3031,560851.4837
207379.1028,560523.0807
205747.977,562804.0514
205218.2807,558065.3379
204439.7093,563535.9695
204593.2731,558726.0894
205418.0981,561179.7012
207018.97,563306.5
206799.5836,561916.4157
206448.043,562165.1668
206797.4908,558659.2538
205248.2003,563778.0815
205506.69,561069.15
206395.3912,557459.7928
205072.375,562491.86
207016.2369,561348.6815
206062.6022,560696.8964
206897.1002,557687.2889
205497.35,559951.19
204687.93,563528.75
204720.6198,563001.283
204915.9048,560500.1987
204450.8335,559118.5396
206566.7819,560405.8418
204619.42,564317.92
206900.42,563363.44
206433.5842,561685.1891
206267.2973,561880.799
205394.1646,561681.5782
206765.705,558812.6731
206889.79,557946.87
207080.43,558193.49
205041.9821,560017.8625
207341.46,561296.92
207584.5006,562831.6866
205491.9763,561804.0999
206570.6137,557677.1971
205436.32,557848.17
205558.39,561891.43
207528.7146,558427.1804
204972.5753,561606.2968
206442.3741,558519.567
205463.4466,559281.5025
206603.4441,560753.2726
206111.1163,557382.0563
205633.3684,560322.5156
207580.9953,558001.5972
206438.09,558371.67
205430.2298,561459.3932
205219.0083,559468.0645
207435.3266,563684.8343
206685.5843,558638.882
207194.8,557924.72
205076.5837,561153.5173
204605.2193,558565.5865
204870.4767,562084.1452
205042.46,558028.96
205950.72,562774.11
206224.0782,561288.178
205768.3336,561856.746
207609.8952,558571.2391
206792.86,561070.26
206056.7094,560217.378
205498.12,561088.12
206702.07,562098.1
205583.723,561941.7767
205642.7435,561581.1974
206084.4814,561511.0885
206453.68,561547.72
205433.745,559921.845
207011.7624,557819.4617
206959.57,558182.43
205982.5065,561607.9887
206078.4993,562027.6812
205482.6614,563711.7158
206194.39,561510.01
207459.59,560433.43
206849.8544,561358.8426
205474.2698,559769.6847
205485.95,561633.94
206056.69,560036.18
208105.5483,559078.12
206596.7557,559567.6757
206257.22,563045.11
204466.7813,563045.1918
207251.957,558191.453
207338.1267,558794.0652
206571.11,558714.36
204909.116,564280.4299
205703.3845,559626.0296
205926.08,561536.8937
204851.6143,564386.8262
206890.7261,558656.7048
205765.9695,559438.2323
206048.9,562673.02
206663.16,563665.3
208091,558467.09
207276.3,561181.69
205042.5147,562871.3443
204974.5256,564841.3203
206161.87,559951.67
207370.18,563568.72
205646.54,560225.94
205142.77,559331.73
206906.2368,561084.9004
205993.4265,559887.1801
207968.93,558267.31
205672.6,560037.86
206876.9255,557680.1421
206474.1647,562144.4426
206385.1413,562023.1373
206325.61,561382.7
206127.51,562112.71
205642.9,557331.25
205022.2671,562724.7476
206372.19,558796.82
206538.02,562078.22
206587.23,562319.15
205646.834,561172.9618
205050.04,562857.83
205179.5865,563353.7736
207071.69,558527.26
206277.4927,561401.1959
205466.511,558241.1968
206750.8142,558311.3526
206382.81,559584.71
205379.1798,561349.584
206862.68,557919.98
207649.845,558036.8015
207585.56,560175.8
205021.55,563701.66
205793.6017,562969.2046
209579.1508,560097.487
205953.9054,560872.4758
206022.16,562056.07
205510.54,562177.79
206551.5279,560457.4662
207058.0611,558299.5459
205225.4605,559858.6243
206708.541,557620.3166
206064.994,560785.5072
207661.55,560482.45
205905.7,562513.97
206610.32,558486.07
205212.94,561518.6
206204.35,563017.73
206744.2196,558885.9715
207776.99,557940.63
206327.58,562212.2688
205691.645,559433.1786
205609.482,561840.0984
207094.799,561919.4544
206029.5503,559643.1737
206578.8482,562349.3368
206911.8737,562085.4423
206043.7384,562657.1081
204755.49,563931.34
207153.74,563451.09
206682.17,558699.61
206434.6099,560069.8705
205899.31,558842.72
205654.7713,557261.7611
206042.5717,561829.1887
206765.8977,561862.0581
205205.52,564809.86
206971.4675,563632.2213
205675.4594,561834.8389
205364.1881,562043.6738
207330.4092,563876.8909
205928.89,562869.39
206481.68,558069.24
205821.5004,560548.8765
207335.4341,558518.99
204974.99,563535.98
207764.7176,558439.2019
206380.9229,561323.6351
204588.8207,558427.8876
208217.82,558320.79
206874.5,563802.55
204877.8291,561371.5034
207328.51,561191.75
206508.81,562276.74
205531.7873,561815.7233
205272.1,563931.77
206539.5854,560457.6254
206000.8266,561224.4913
205089.2135,564011.2965
206541.82,560009.13
204975.5891,562683.6639
206747.2385,561641.372
203919.7836,559165.1503
207012.7815,561396.0113
204614.3721,562982.5738
205077.2901,558821.6169
203108.83,562851.15
204308.3806,561539.1732
202658.69,563075.3
204003.34,562903.76
203779.25,564176.46
203537.37,561699.96
202963.29,562986.4
203111.88,560877.67
202600.88,561172.74
203836.5,565429.07
202983.0978,561846.9029
204135.3216,564746.6851
202224.1668,561058.497
204083.9673,561698.2286
203364.74,562420.36
204428.41,561541.67
204371.1244,562071.361
203684.8675,563773.7054
201320.0999,562019.2436
203416.95,560252.55
203443.6,560696.51
203771.94,564046.23
203555.7247,559341.8114
202114.9338,562501.9417
203790.1694,562731.258
203099.97,561222.39
203092.69,560261.02
203218.55,562919.76
204327.18,561399.96
203443.41,560705.47
203636.29,562703.19
203447.43,562368.88
203237.39,561702.65
202057.99,561083.17
203138.33,561437.15
203656.006,560039.3852
204638.7106,561008.4074
203264.15,562291.73
203846.45,565244.6
203735.8519,559851.8724
204032.9224,562688.3065
202049.44,561191.45
204098.2841,561174.5858
204018.7503,565377.354
203227.07,560817.29
202510.39,560913.33
203793.4319,561636.4442
203067.4996,565512.8796
202761.0054,561709.4126
203874.8382,563086.0369
203599.84,562643.59
203357.1676,560277.0998
203331.1929,560988.3697
204211.314,564277.5874
202935.7221,563169.028
202788.8047,563188.206
202669.6118,562892.8213
203754.71,559825.23
201381.36,561996.58
203399.04,559904.01
203550.47,561902.91
204219.3933,564077.8786
201838.33,562426.64
203646.74,562685.39
203939.3101,561318.1711
202366.53,561051.03
204772.089,560869.0476
202706.5623,562417.3545
202901.9,560882.47
203735.2955,560089.8499
203243.97,560349.94
203921.86,563422.66
203795.93,563367.5
204089.6683,560605.3446
202891.44,561225.15
201442.24,561775.79
203495.53,559407.73
203651.4697,562166.7826
202630.035,561092.18
203275.61,563046.4
202208.4956,561279.5
202265.78,560750.23
202736.52,563159.84
202824.66,563280.56
204751.8626,560675.8683
203787.9755,562806.1812
203013.04,560657.1
201225.16,561382.87
201360.9332,562004.3741
202596.78,562512.8
203205.2716,561223.2825
204477.6716,564810.1914
202869.45,563418.51
203822.106,565402.8791
203854.4579,563285.2104
204004.95,564707.16
203113.26,560063.46
202740.02,560899.2
203250.4,561038.96
202902.81,562985.04
201955.1695,561953.6384
202771.83,561785.55
204633.4557,561260.9552
203340.5271,565183.0762
203320.63,560833.09
203663.79,563693.83
204269.6431,563817.6395
204573.33,561530.43
203783.68,563089.25
201967.6537,560993.7096
203665.96,563500.35
203265.56,562356.5
203408.8383,563331.8965
204228.6244,562038.861
201379.41,561666.97
204141.4972,565327.535
203741.06,565162.95
202560.42,562639.33
202783.73,563247.01
203001.145,562343.97
201490.2,561678.93
204249.9725,565009.7466
203016.34,563175.21
204069.24,563638.16
202536.99,560700.1
203319.31,561455.21
203037.49,560857.32
201907.45,561495.09
203952.37,562826.09
203565.62,565211.78
203152.21,560565.97
202901.05,561180.62
203294.7,562924.52
204046.1886,565291.8688
204557.5838,562200.5866
204345.88,560687.89
203062.61,562829.68
201329.63,562370.12
203419.355,561268.4297
203675.85,563105.74
204708.0911,561405.1685
203049.51,562937.13
201879.5446,561395.1556
202512.8703,562672.2056
203313.72,562180.59
201378.5574,562163.0938
202560.42,562639.33
202988.6234,561784.3269
202915.19,563247.33
203479.11,560330.98
202817.0852,561406.4768
203353.48,560021.03
203669.9518,561502.4753
201632.84,561813.32
203402.51,562977.63
201392.46,562228.72
203638.78,563403.57
203961.0983,564892.0171
204044.75,561560.04
202835.21,561980.69
204746.503,560420.9521
203405.03,561947.52
203496.8,563188.71
203238.8102,561687.5358
204389.6651,561408.6647
203796.25,563415.97
203911.6548,564418.1447
201317.3,562253.1
204741.3063,560713.764
203900.5794,562526.6844
203343.72,560060.27
203978.56,562908.37
203123.0005,560907.635
203116.2683,563270.6522
204377.7626,562792.3263
203835.85,562248.0485
202135.56,562489.69
204502.004,561385.2324
203601.7149,561771.9306
205882.32,555505.83
204864.68,554157.75
204081.66,552643.62
205029.17,554461.93
205290.14,553117.75
204806.41,553307.06
203965.7929,553281.5673
202641.4,553577.45
205068.75,554125.6
203411.78,552913.25
206403.2364,552492.2594
205932.7297,551416.178
206021,553064.89
205316.7259,552029.0909
202910.56,554074.32
204190.1045,553483.0564
202933.3,553367.25
204053.24,553054.77
206374.1407,552754.1119
205770.13,552928.41
205397.0119,552114.851
204915.29,553208.81
203639.77,552846.46
204635.7005,554230.1521
204486.31,554894.6599
205682.9158,551459.8641
206321.083,552655.9164
203531.6,552840.9
205802.54,551443.4
203476.16,553549.11
204637.49,553997.35
205455.1867,556049.9536
206603.28,552471.95
205775.99,555729.16
203339.57,553775.6
205128.5,554197.57
203322.76,552868.38
204771.0492,552799.4232
203675.94,553302.87
204497.54,552334.47
205042.27,554314.67
205003.6696,555227.7542
205025.3108,554752.996
206676.4106,552491.144
204351.6801,552965.2111
205701.61,551438.6
202700.2,552330.16
206634.79,552453.64
205838.45,552274.62
202375.5592,553046.0177
203050.1096,552495.5637
205319.19,555016.91
202119.58,552653.19
204742.5096,554743.0545
204548.39,552294.19
205444.38,555122.71
203329.38,553139.54
205961.88,553256.49
206056.03,556020.93
203570.63,552929.26
205456.94,555079.75
206004.6629,555363.1043
202126.8073,552824.0814
203672.754,553129.0356
205894.8571,552599.9685
205588.8732,554606.8227
203884.56,553553.06
203399.32,552658.24
202335.8647,553168.9807
202928.6739,553440.1233
206049.6,551731.78
205487.67,554277.67
203874.94,553464.88
206611.4464,552937.6106
205103.49,555103.51
205147.0062,554333.8446
206511.61,552984.27
203536.41,554612.26
202525.8003,553013.5785
203071.94,554067.01
204499.68,554783.43
206171.371,553966.7173
205325.93,555171.51
205877.31,554982.22
205017.77,554354.26
205176.88,554290.77
203789.8575,554225.0378
204611.65,553942.92
206031.98,552929.71
206077.9776,552093.4614
204515.9269,552860.9613
204571.33,554747.95
205341.63,555096.17
204191.6537,554158.7534
203543.53,554040.86
204610.45,553684.94
203217.87,553362.54
205612.06,552249.23
204034.4803,553851.0883
204235.34,554489.45
203306.47,553083.22
205229.7575,554353.9934
204973.8227,555361.8117
206621.67,553258.73
205194.4823,554359.8299
205031.38,554467.99
204710.9593,554732.2559
203356.3413,554406.7363
204610.9104,554852.4576
203040.1289,553611.2229
205961.6538,553367.4071
205553.31,555911.92
203536.4,552855.69
206297.1703,553066.1643
205558.05,555833.85
205509.52,551705.68
205801.85,553944.8
203568.22,554223.36
204787.51,552055.12
205181.4405,554804.7822
203733.0084,553178.68
204511.2748,554707.834
205372.31,554763.17
202204.07,553018.15
205198.207,554356.0441
204922.59,554246.05
206333.6385,552143.7117
204565.6393,553578.4479
205091.6,553414.75
205814.66,551590.01
203560.55,553347.67
205998.35,552507.07
204128.78,552933.58
204735.6525,554302.4509
205119.9109,552042.0706
203830.51,554185.2
206059.78,553017.59
204686.3736,551927.2134
203817.57,553869.89
206320.9875,552597.6615
206399.8609,553121.0707
202212.34,552878.05
205322.42,555045.95
204317.6515,552926.3552
205553.234,555926.4684
206397.4371,552960.9479
203328.0722,553135.5644
205051.56,554475.73
203933.35,554059.77
205232.5557,553664.8232
204321.1228,553691.3527
205320.78,552607.91
203297.51,554502.78
206076.445,553988.965
206493.022,551635.5523
204091.38,552935.5
203346.1352,553200.2533
203748.9599,553368.1734
195866.66,543748.91
198138.47,542108.68
195135.9,545844.46
193544.3488,544492.4304
195647.3044,545495.1812
198303.92,542113.85
193900.68,544446.94
198330.12,542692.43
194850.31,544493.55
196019.6293,544355.3864
197727.71,542384.97
193218.43,545172.46
195687.43,544544.36
197816.21,542102.66
196553.2,545435.74
194422.4975,543655.0309
194842.21,545752.37
198025.5987,541931.9591
194892.16,545575.21
198162.71,543046.01
194757.3854,545849.7835
194640.2883,546090.9473
192172.3792,543703.5669
194411.91,544301.26
194558.54,544919.04
197118.19,542658.75
195077.55,544400.51
193858.52,544716.56
195156.38,544040.44
198017.52,542101.54
191913.74,543082.38
196615.6333,543716.9225
197406.72,545171.55
197027.85,543125.33
193596.84,544607.23
193355.04,544851.22
198382.2591,542920.3613
193157.0766,543478.9115
193858.05,543931.76
193304.79,544464.27
197063.97,544979.24
191957.51,543228.86
197623.93,542034.05
196986.4543,542547.875
194252.18,544911.16
195021.46,544395.03
195439.11,544506.96
198195.79,542461.25
193986.7472,545505.7798
195336.44,544309.28
195381.1322,545338.6294
193560.09,544300.25
198266.8218,543260.8659
195751.53,544636.69
195731.52,544744.7
194559.93,544963.19
194560.47,544935.63
196166.1686,545026.8689
191923.561,543471.6241
195319.49,545849.7
196431.6394,545260.0617
193555.45,543932.35
195748.6445,545797.0633
196330.56,543869.97
192019.14,543107.54
193418.1,543961.23
198103.2222,543347.1205
194574.7514,546200.99
193555.4448,543929.8472
195915.82,543970.27
197385.6715,543562.7805
193399.9558,545315.819
196235.2547,545471.0905
194801.16,545970.24
192366.4843,543871.8658
197853.86,542320.85
196879.4852,543365.0439
193289.46,543545.59
194865.6258,545992.262
193918.98,544444.67
194944.291,544980.5519
193489.45,544507.59
198312.9714,542672.535
194897.93,544329
198105.24,542136.88
198170.1845,544803.883
198369.27,542602.71
194705.4718,545917.5019
197834.7,542023.34
198168.03,543338.12
192229.0063,543919.7708
197949.7058,542358.3642
198211.45,542692.25
198334.7,544229.722
197325.67,542939.31
198051.6982,545062.0644
195128.01,545578.51
194144.61,543835.15
195426.0323,543991.929
197466.33,542398.31
194176.1559,543809.538
198301.52,543006.03
194298.24,545949.73
191604.72,542922.42
198154.9209,543174.0278
198250.8045,542183.0576
198186.6278,544772.1302
198045.2518,544862.808
195773.704,546119.8915
192074.49,543302.23
198338.16,542979.91
198367.95,542833.85
195871.48,544049.08
195481.829,544300.3057
197392.95,542599.86
193163.6893,544533.2369
194695.54,545754.63
198372.8459,543145.6634
193905.5494,544269.5532
195123.28,544306.68
193306.58,543816.37
196013.5275,545868.202
193539.8138,544470.6956
193364.73,544191.91
198237.5,542834.65
198135.95,542070.44
193679.4498,544425.2192
193781.3036,544372.6471
193270.7019,543457.9995
197485.8181,543437.6299
198316.06,543096.82
198161.3603,542116.2123
197643.12,542695.71
196497.74,545355.04
198243.0671,544910.5592
192092.8833,543624.2891
194896.06,544264.26
194558.8085,544917.5496
195620.1568,543923.9315
191951.08,543083.98
196834.01,543391.77
197387.1076,542806.3765
197614.97,542459.38
194740.36,545207.61
